S_time,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
14806967,536,509,512,31425,1,512,512,260608
14807278,3,27,32,31426,2,40,29,864
14807370,2,9029,128,31427,2,160,116,1155712
14807894,548,936,64,31428,2,80,58,59904
14808161,292,269,32,31429,2,40,29,8608
14808282,182,3199,32,31430,2,40,29,102368
14809019,4,42,32,31431,2,40,29,1344
14809096,3,274,32,31432,2,40,29,8768
14809215,3,625,32,31433,2,40,29,20000
14809235,3,3464,32,31434,2,40,29,110848
14809394,444,6391,128,31435,2,160,116,818048
14809523,2,84,64,31436,2,80,58,5376
14809617,3,44,32,31437,2,40,29,1408
14809703,2,739,64,31438,2,80,58,47296
14809742,3,74,32,31439,2,40,29,2368
14809841,4,2453,64,31440,2,80,58,156992
14809997,6234,6771,128,31441,2,160,116,866688
14809999,3,1156,32,31442,2,40,29,36992
14810021,2,110,64,31443,2,80,58,7040
14810257,3,13109,32,31444,2,40,29,419488
14810403,1511,724,32,31445,2,40,29,23168
14811231,693,5291,32,31446,2,40,29,169312
14811468,630,254,32,31447,2,40,29,8128
14811975,380,1987,32,31448,1,32,32,63584
14812191,0,21,32,31449,2,40,29,672
14812263,377,2452,32,31450,2,40,29,78464
14812541,102,24986,512,31451,2,640,461,12792832
14812681,9,409,128,31452,2,160,116,52352
14812886,2,1487,64,31453,2,80,58,95168
14813063,2,473,256,31454,2,320,231,121088
14813744,66144,93,512,31455,2,640,461,47616
14814368,2,109,64,31456,2,80,58,6976
14815775,2,1898,64,31457,1,64,64,121472
14815992,3,13,32,31458,2,40,29,416
14816086,3,301,32,31459,2,40,29,9632
14816128,5,131,256,31460,2,320,231,33536
14816236,132,6817,128,31461,1,128,128,872576
14816333,3,11,32,31462,2,40,29,352
14816557,4,2098,32,31463,1,32,32,67136
14816600,3,13,32,31464,2,40,29,416
14817648,4,49,32,31465,2,40,29,1568
14820551,3,469,32,31466,2,40,29,15008
14821219,3,127,64,31467,2,80,58,8128
14822398,2,429,32,31468,2,40,29,13728
14822913,2,442,32,31469,2,40,29,14144
14823192,56664,10533,128,31470,1,128,128,1348224
14823246,2,14,32,31471,2,40,29,448
14823471,56395,3608,32,31472,2,40,29,115456
14823751,56143,6203,64,31473,1,64,64,396992
14824475,55402,16,32,31474,2,40,29,512
14836223,2,253,128,31475,2,160,116,32384
14837249,42657,22820,64,31476,2,80,58,1460480
14862568,17362,10427,128,31477,2,160,116,1334656
14870926,9014,9898,128,31478,2,160,116,1266944
14874626,5366,4398,512,31479,2,640,461,2251776
14879946,0,34,128,31480,2,160,116,4352
14880928,5,4999,32,31481,1,32,32,159968
14883817,3,35,32,31482,1,32,32,1120
14883856,2,29,32,31483,1,32,32,928
14883890,2,29,32,31484,1,32,32,928
14883923,2,30,32,31485,1,32,32,960
14883957,4,29,32,31486,1,32,32,928
14883994,3,28,32,31487,1,32,32,896
14884027,2,30,32,31488,1,32,32,960
14884062,2,31,32,31489,1,32,32,992
14884096,3,29,32,31490,1,32,32,928
14884101,29,32,32,31491,1,32,32,1024
14884132,32,30,32,31492,1,32,32,960
14884166,29,31,32,31493,1,32,32,992
14884197,30,33,32,31494,2,40,29,1056
14884220,2,44,128,31495,1,128,128,5632
14884261,2,33,32,31496,1,32,32,1056
14884297,3,29,32,31497,1,32,32,928
14884302,29,33,32,31498,1,32,32,1056
14884334,32,26,32,31499,1,32,32,832
14884369,24,31,32,31500,1,32,32,992
14884430,3,30,32,31501,1,32,32,960
14884465,3,29,32,31502,1,32,32,928
14884470,29,30,32,31503,1,32,32,960
14884501,30,32,32,31504,1,32,32,1024
14884533,32,31,32,31505,1,32,32,992
14884567,31,30,32,31506,1,32,32,960
14884602,28,32,32,31507,1,32,32,1024
14884638,25,31,32,31508,1,32,32,992
14884666,29,31,32,31509,1,32,32,992
14884702,26,30,32,31510,1,32,32,960
14884730,30,25,32,31511,1,32,32,800
14884766,21,30,32,31512,2,40,29,960
14884773,2,587,128,31513,1,128,128,75136
14884825,3,31,32,31514,1,32,32,992
14884830,31,32,32,31515,1,32,32,1024
14884864,31,31,32,31516,1,32,32,992
14884898,29,31,32,31517,1,32,32,992
14884930,29,34,32,31518,2,40,29,1088
14884964,5,29,64,31519,2,80,58,1856
14884995,5,72,64,31520,2,80,58,4608
14885522,4,18,128,31521,2,160,116,2304
14885663,2,280,128,31522,2,160,116,35840
14887037,3,62,32,31523,2,40,29,1984
14890394,2,6411,128,31524,2,160,116,820608
14890577,3,7121,128,31525,2,160,116,911488
14897715,3,6570,128,31526,2,160,116,840960
14899577,4,5790,128,31527,2,160,116,741120
14899745,9931,2744,128,31528,2,160,116,351232
14900900,6,9210,256,31529,2,320,231,2357760
14901170,9,492,32,31530,2,40,29,15744
14901746,4,103,32,31531,2,40,29,3296
14902147,3,134,32,31532,2,40,29,4288
14904389,3,5282,128,31533,2,160,116,676096
14904452,4,113,32,31534,2,40,29,3616
14905162,4,150,32,31535,2,40,29,4800
14905260,3,334,32,31536,2,40,29,10688
14905398,5,1580,64,31537,2,80,58,101120
14905574,9,402,128,31538,2,160,116,51456
14906264,23916,20789,512,31539,2,640,461,10643968
14907128,6,458,32,31540,2,40,29,14656
14908488,4,157,32,31541,2,40,29,5024
14909042,4,353,64,31542,1,64,64,22592
14909166,3,24,32,31543,2,40,29,768
14909366,5,430,32,31544,2,40,29,13760
14910112,6,6859,256,31545,2,320,231,1755904
14910205,3,696,64,31546,2,80,58,44544
14910254,2,116,32,31547,1,32,32,3712
14911151,2,12,32,31548,2,40,29,384
14911193,4,351,64,31549,2,80,58,22464
14911535,2,392,32,31550,2,40,29,12544
14911547,0,62,32,31551,2,40,29,1984
14911791,3,258,64,31552,1,64,64,16512
14912267,5,13,32,31553,2,40,29,416
14913606,65,10776,32,31554,2,40,29,344832
14914215,4,183,64,31555,2,80,58,11712
14914387,3,2586,32,31556,1,32,32,82752
14914393,2,13,32,31557,1,32,32,416
14914409,0,14,32,31558,2,40,29,448
14915037,10,275,128,31559,1,128,128,35200
14915224,8,16,32,31560,1,32,32,512
14915249,0,10,32,31561,1,32,32,320
14915740,2,15,32,31562,1,32,32,480
14915758,0,8,32,31563,2,40,29,256
14916611,10,284,128,31564,2,160,116,36352
14916970,10,875,256,31565,2,320,231,224000
14917096,6,337,128,31566,2,160,116,43136
14917154,3,11700,32,31567,2,40,29,374400
14917379,3,639,32,31568,2,40,29,20448
14918022,0,1116,32,31569,2,40,29,35712
14918278,2,1296,256,31570,2,320,231,331776
14919584,7,2489,256,31571,2,320,231,637184
14919961,3,1741,32,31572,2,40,29,55712
14921436,15,1300,32,31573,2,40,29,41600
14922078,4,2517,256,31574,2,320,231,644352
14924382,66,10536,32,31575,2,40,29,337152
14924621,5,6785,256,31576,2,320,231,1736960
14924961,3,871,32,31577,2,40,29,27872
14925545,3,1170,32,31578,2,40,29,37440
14931407,7,6765,256,31579,2,320,231,1731840
14932464,5,822,32,31580,2,40,29,26304
14933568,8,60,128,31581,2,160,116,7680
14933673,4,72,128,31582,2,160,116,9216
14934920,66,10749,32,31583,2,40,29,343968
14938174,8,6689,256,31584,2,320,231,1712384
14944867,7,6886,256,31585,2,320,231,1762816
14945669,67,10510,32,31586,2,40,29,336320
14949541,4,1309,32,31587,2,40,29,41888
14951756,7,5573,512,31588,2,640,461,2853376
14954145,2,174,64,31589,2,80,58,11136
14954362,5,142,256,31590,2,320,231,36352
14954735,5,3511,128,31591,2,160,116,449408
14955041,3,413,256,31592,2,320,231,105728
14955454,4,1003,256,31593,2,320,231,256768
14955950,4,30,128,31594,2,160,116,3840
14956184,64,10721,32,31595,2,40,29,343072
14956394,3,12006,64,31596,2,80,58,768384
14956485,4,24,256,31597,2,320,231,6144
14957074,5,251,256,31598,2,320,231,64256
14957332,8,6778,256,31599,2,320,231,1735168
14958277,3,232,512,31600,2,640,461,118784
14958651,2,368,512,31601,2,640,461,188416
14959721,4,6002,512,31602,2,640,461,3073024
14964111,10,6859,256,31603,2,320,231,1755904
14964487,2,426,32,31604,2,40,29,13632
14964543,4,1561,64,31605,2,80,58,99904
14964954,5,1169,128,31606,2,160,116,149632
14965150,4,410,32,31607,2,40,29,13120
14966361,4,146,128,31608,2,160,116,18688
14966448,2,1956,32,31609,2,40,29,62592
14966551,4,1405,128,31610,2,160,116,179840
14966906,65,10551,32,31611,2,40,29,337632
14967836,3,64,512,31612,2,640,461,32768
14967852,0,22,512,31613,2,640,461,11264
14967891,14,332,512,31614,2,640,461,169984
14967913,0,33,512,31615,2,640,461,16896
14968272,2,839,128,31616,2,160,116,107392
14968540,2,12789,512,31617,2,640,461,6547968
14968658,12674,11396,512,31618,2,640,461,5834752
14969473,4,7321,128,31619,2,160,116,937088
14969527,3,1317,128,31620,2,160,116,168576
14970672,11,947,32,31621,2,40,29,30304
14970977,6,6802,256,31622,2,320,231,1741312
14971343,3,8760,128,31623,2,160,116,1121280
14971440,5,6555,64,31624,2,80,58,419520
14971702,3,38,32,31625,2,40,29,1216
14971819,3,3526,32,31626,2,40,29,112832
14973385,4,507,128,31627,2,160,116,64896
14973419,3,633,32,31628,2,40,29,20256
14973924,3,8134,128,31629,2,160,116,1041152
14975935,3,2796,32,31630,2,40,29,89472
14976543,2,7702,32,31631,2,40,29,246464
14976807,2,10742,128,31632,2,160,116,1374976
14976819,0,60,128,31633,2,160,116,7680
14977457,67,10841,32,31634,2,40,29,346912
14977777,10,13368,256,31635,2,320,231,3422208
14977838,6,10844,128,31636,2,160,116,1388032
14978735,0,2247,32,31637,2,40,29,71904
14978744,0,69,32,31638,2,40,29,2208
14979115,8,188,32,31639,2,40,29,6016
14981495,3,1752,32,31640,2,40,29,56064
14981745,3,72,32,31641,2,40,29,2304
14982320,10,8410,128,31642,2,160,116,1076480
14982584,2,197,32,31643,1,32,32,6304
14982998,2,15,32,31644,1,32,32,480
14983016,0,29,32,31645,2,40,29,928
14983181,3,2334,32,31646,1,32,32,74688
14983340,4,12,32,31647,2,40,29,384
14983474,15,2805,64,31648,1,64,64,179520
14983648,5,13,32,31649,2,40,29,416
14987557,15,5182,128,31650,2,160,116,663296
14987582,0,62,128,31651,2,160,116,7936
14988289,78,10539,32,31652,2,40,29,337248
14988443,5,162,32,31653,2,40,29,5184
14991152,5,10599,256,31654,2,320,231,2713344
14992759,3,3423,128,31655,2,160,116,438144
14996191,41053,13343,128,31656,2,160,116,1707904
14996299,5,790,32,31657,1,32,32,25280
14998546,4,13,32,31658,2,40,29,416
14998840,68,10742,32,31659,2,40,29,343744
14999008,3,380,32,31660,2,40,29,12160
14999949,3,464,32,31661,1,32,32,14848
15000304,4,12,32,31662,1,32,32,384
15000582,4,11,32,31663,1,32,32,352
15000730,3,9,32,31664,1,32,32,288
15001432,6,11,32,31665,1,32,32,352
15001581,4,9,32,31666,2,40,29,288
15001752,9,6741,256,31667,1,256,256,1725696
15001907,2,11,32,31668,1,32,32,352
15003058,3,13,32,31669,1,32,32,416
15003308,4,17,32,31670,2,40,29,544
15004079,33175,13331,128,31671,2,160,116,1706368
15004777,3,377,32,31672,1,32,32,12064
15004784,4,16,32,31673,1,32,32,512
15005556,5,18,32,31674,1,32,32,576
15005953,3,21,32,31675,2,40,29,672
15006091,4,39,32,31676,2,40,29,1248
15006145,3,120,32,31677,2,40,29,3840
15006399,10,636,32,31678,1,32,32,20352
15006584,6,17,32,31679,1,32,32,544
15007603,13,33,32,31680,2,40,29,1056
15007656,3,179,32,31681,1,32,32,5728
15007762,4,21,32,31682,2,40,29,672
15007776,6,1670,512,31683,1,512,512,855040
15008288,5,17,32,31684,1,32,32,544
15008588,4,16,32,31685,1,32,32,512
15009327,11,24,32,31686,2,40,29,768
15009446,11,7413,256,31687,2,320,231,1897728
15009638,15,10470,32,31688,1,32,32,335040
15009804,6,19,32,31689,1,32,32,608
15010164,4,12,32,31690,1,32,32,384
15010659,6,11,32,31691,2,40,29,352
15011604,4,12,128,31692,2,160,116,1536
15011708,2,151,128,31693,2,160,116,19328
15011929,2,309,128,31694,1,128,128,39552
15012032,3,27,32,31695,2,40,29,864
15012201,9,11290,64,31696,1,64,64,722560
15012364,4,12,32,31697,1,32,32,384
15012815,4,12,32,31698,2,40,29,384
15013087,4,77,32,31699,1,32,32,2464
15013261,3,12,32,31700,1,32,32,384
15013401,3,10,32,31701,2,40,29,320
15016861,13,7423,256,31702,2,320,231,1900288
15020118,6,10486,32,31703,2,40,29,335552
15024287,14,7364,256,31704,2,320,231,1885184
15030602,55459,10753,32,31705,2,40,29,344096
15031653,15,7326,256,31706,2,320,231,1875456
15034092,3,376,64,31707,2,80,58,24064
15035667,3,7407,512,31708,2,640,461,3792384
15037388,43119,37,128,31709,2,160,116,4736
15038575,2,12009,128,31710,2,160,116,1537152
15038987,10,11527,256,31711,2,320,231,2950912
15039560,2,11089,64,31712,2,80,58,709696
15039813,0,10838,64,31713,2,80,58,693632
15040870,20,9850,32,31714,2,40,29,315200
15042108,10093,151,32,31715,2,40,29,4832
15043327,8867,42,256,31716,2,320,231,10752
15043344,8894,37,512,31717,2,640,461,18944
15045074,7204,7662,256,31718,2,320,231,1961472
15047081,5207,18465,512,31719,1,512,512,9454080
15047197,5016,23,32,31720,2,40,29,736
15049751,2480,457,32,31721,2,40,29,14624
15050589,1654,18680,128,31722,2,160,116,2391040
15051367,885,215,32,31723,2,40,29,6880
15051428,0,88,64,31724,2,80,58,5632
15051516,0,177,64,31725,2,80,58,11328
15051692,0,178,64,31726,2,80,58,11392
15051869,0,122,64,31727,2,80,58,7808
15051990,0,99,64,31728,2,80,58,6336
15052088,0,92,64,31729,2,80,58,5888
15052199,0,88,64,31730,2,80,58,5632
15052249,10,322,32,31731,1,32,32,10304
15052275,0,24,32,31732,2,40,29,768
15052286,0,180,64,31733,1,64,64,11520
15052301,4,28,32,31734,1,32,32,896
15052342,13,36,32,31735,2,40,29,1152
15052393,2,18681,32,31736,2,40,29,597792
15052465,0,110,64,31737,2,80,58,7040
15052573,4,971,32,31738,2,40,29,31072
15052575,0,156,64,31739,2,80,58,9984
15052641,3,86,32,31740,2,40,29,2752
15052790,0,80,64,31741,1,64,64,5120
15052836,4,29,32,31742,2,40,29,928
15052869,0,184,64,31743,1,64,64,11776
15053051,4,24,32,31744,2,40,29,768
15053104,5,80,32,31745,2,40,29,2560
15053107,0,82,64,31746,2,80,58,5248
15053178,0,132,32,31747,2,40,29,4224
15053188,0,183,64,31748,2,80,58,11712
15053309,0,17766,32,31749,2,40,29,568512
15053401,0,127,64,31750,1,64,64,8128
15053426,3,35,32,31751,1,32,32,1120
15053434,3,33,32,31752,2,40,29,1056
15053441,7,7908,128,31753,2,160,116,1012224
15053528,0,146,64,31754,1,64,64,9344
15053579,7,28,32,31755,1,32,32,896
15053696,4,24,32,31756,2,40,29,768
15053698,0,126,64,31757,2,80,58,8064
15053824,0,173,64,31758,1,64,64,11072
15053995,5,25,32,31759,2,40,29,800
15054007,0,94,64,31760,1,64,64,6016
15054099,4,24,32,31761,2,40,29,768
15054101,0,205,64,31762,1,64,64,13120
15054304,4,22,32,31763,2,40,29,704
15054330,0,118,64,31764,1,64,64,7552
15054446,4,23,32,31765,2,40,29,736
15054448,0,157,64,31766,2,80,58,10048
15054617,4,66,32,31767,2,40,29,2112
15054687,0,96,64,31768,2,80,58,6144
15054783,0,179,64,31769,2,80,58,11456
15054873,4,9128,32,31770,2,40,29,292096
15055020,0,77,64,31771,2,80,58,4928
15055036,17466,15608,256,31772,1,256,256,3995648
15055096,4,34,32,31773,2,40,29,1088
15055097,0,78,64,31774,1,64,64,4992
15055173,4,37,32,31775,2,40,29,1184
15055187,0,105,64,31776,2,80,58,6720
15055238,3,50,32,31777,2,40,29,1600
15055291,0,178,64,31778,2,80,58,11392
15055327,4,48,32,31779,1,32,32,1536
15055396,3,37,32,31780,2,40,29,1184
15055429,4,39,32,31781,2,40,29,1248
15055489,4,15583,32,31782,2,40,29,498656
15055491,0,15492,64,31783,2,80,58,991488
15055516,5,8483,32,31784,2,40,29,271456
15055868,16145,3611,32,31785,2,40,29,115552
15056001,16018,80,32,31786,2,40,29,2560
15057430,100764,3517,512,31787,2,640,461,1800704
15058052,13977,3870,32,31788,2,40,29,123840
15058144,13934,14899,512,31789,2,640,461,7628288
15062423,26215,12093,256,31790,2,320,231,3095808
15062476,99238,8300,512,31791,2,640,461,4249600
15066159,5881,375,32,31792,2,40,29,12000
15066271,5779,2191,64,31793,2,80,58,140224
15066356,5718,42,32,31794,1,32,32,1344
15067675,4443,33,32,31795,2,40,29,1056
15068837,3169,493,256,31796,2,320,231,126208
15070470,1619,23,64,31797,1,64,64,1472
15070519,1595,10,64,31798,2,80,58,640
15072096,5,151,32,31799,1,32,32,4832
15072158,3,33,32,31800,1,32,32,1056
15072164,3,28,32,31801,1,32,32,896
15072198,3,29,32,31802,2,40,29,928
15072210,3,1152,32,31803,1,32,32,36864
15072234,3,31,32,31804,1,32,32,992
15072271,3,32,32,31805,1,32,32,1024
15072310,3,31,32,31806,2,40,29,992
15072315,2,28,64,31807,1,64,64,1792
15072350,3,25,32,31808,2,40,29,800
15072367,5,231,32,31809,1,32,32,7392
15072583,6,18,32,31810,2,40,29,576
15072610,3,37,64,31811,2,80,58,2368
15072650,4,26,64,31812,2,80,58,1664
15072928,2,22,64,31813,2,80,58,1408
15072954,2,638,64,31814,2,80,58,40832
15073014,15117,504,256,31815,2,320,231,129024
15073567,3,84,32,31816,1,32,32,2688
15073578,4,32,32,31817,2,40,29,1024
15073907,3,4021,32,31818,2,40,29,128672
15074185,4,362,32,31819,2,40,29,11584
15074240,3,51,32,31820,1,32,32,1632
15074524,5,13,32,31821,1,32,32,416
15074553,3,11,32,31822,1,32,32,352
15074570,3,10,32,31823,2,40,29,320
15074575,3,140,32,31824,1,32,32,4480
15074587,4,10,32,31825,1,32,32,320
15074605,2,11,32,31826,1,32,32,352
15074621,3,10,32,31827,1,32,32,320
15074637,3,10,32,31828,1,32,32,320
15074654,3,10,32,31829,1,32,32,320
15074671,3,10,32,31830,1,32,32,320
15074688,2,10,32,31831,1,32,32,320
15074704,3,10,32,31832,1,32,32,320
15074722,3,10,32,31833,1,32,32,320
15074739,3,10,32,31834,1,32,32,320
15074757,3,15,32,31835,2,40,29,480
15074770,2,2292,64,31836,1,64,64,146688
15074776,2,10,32,31837,2,40,29,320
15074789,2,51,32,31838,1,32,32,1632
15074794,3,16,32,31839,1,32,32,512
15074822,4,13,32,31840,1,32,32,416
15074851,3,10,32,31841,1,32,32,320
15074868,3,10,32,31842,1,32,32,320
15074885,3,10,32,31843,1,32,32,320
15074902,3,18,32,31844,1,32,32,576
15074929,4,19,32,31845,1,32,32,608
15074958,3,19,32,31846,1,32,32,608
15074985,7,20,32,31847,1,32,32,640
15075016,5,21,32,31848,1,32,32,672
15075046,3,20,32,31849,2,40,29,640
15075072,3,5290,64,31850,1,64,64,338560
15075081,4,20,32,31851,1,32,32,640
15075109,5,18,32,31852,1,32,32,576
15075139,4,19,32,31853,1,32,32,608
15075169,3,19,32,31854,1,32,32,608
15075196,3,19,32,31855,1,32,32,608
15075223,3,19,32,31856,1,32,32,608
15075250,3,18,32,31857,1,32,32,576
15075277,3,19,32,31858,1,32,32,608
15075305,3,23,32,31859,1,32,32,736
15075332,3,18,32,31860,1,32,32,576
15075360,3,19,32,31861,1,32,32,608
15075387,3,18,32,31862,1,32,32,576
15075414,3,19,32,31863,1,32,32,608
15075442,4,19,32,31864,1,32,32,608
15075470,3,11,32,31865,1,32,32,352
15075488,3,10,32,31866,1,32,32,320
15075504,4,10,32,31867,1,32,32,320
15075522,3,10,32,31868,1,32,32,320
15075539,3,10,32,31869,1,32,32,320
15075556,3,11,32,31870,1,32,32,352
15075573,4,10,32,31871,1,32,32,320
15075590,3,13,32,31872,1,32,32,416
15075607,3,11,32,31873,1,32,32,352
15075623,4,12,32,31874,1,32,32,384
15075642,3,11,32,31875,1,32,32,352
15075659,4,12,32,31876,1,32,32,384
15075677,5,10,32,31877,1,32,32,320
15075696,3,10,32,31878,1,32,32,320
15075713,3,12,32,31879,2,40,29,384
15075729,3,446,32,31880,1,32,32,14272
15075734,3,19,32,31881,1,32,32,608
15075744,4,15,32,31882,1,32,32,480
15075764,3,16,32,31883,1,32,32,512
15075793,3,15,32,31884,1,32,32,480
15075821,4,15,32,31885,1,32,32,480
15075850,3,14,32,31886,1,32,32,448
15075878,3,24,32,31887,2,40,29,768
15075886,3,51,32,31888,1,32,32,1632
15075916,3,22,32,31889,1,32,32,704
15075944,3,19,32,31890,2,40,29,608
15075949,2,113,32,31891,2,40,29,3616
15075969,4,3944,32,31892,1,32,32,126208
15075976,2,34,32,31893,1,32,32,1088
15076014,2,30,32,31894,1,32,32,960
15076051,2,30,32,31895,1,32,32,960
15076088,3,29,32,31896,1,32,32,928
15076126,3,29,32,31897,1,32,32,928
15076164,3,29,32,31898,1,32,32,928
15076202,3,24,32,31899,2,40,29,768
15076208,2,110,32,31900,1,32,32,3520
15076230,2,19,32,31901,1,32,32,608
15076256,3,20,32,31902,1,32,32,640
15076283,2,19,32,31903,1,32,32,608
15076310,2,19,32,31904,1,32,32,608
15076337,3,19,32,31905,1,32,32,608
15076365,3,19,32,31906,1,32,32,608
15076392,3,19,32,31907,1,32,32,608
15076419,4,19,32,31908,1,32,32,608
15076447,3,19,32,31909,1,32,32,608
15076474,3,19,32,31910,1,32,32,608
15076502,2,10,32,31911,1,32,32,320
15076519,2,10,32,31912,1,32,32,320
15076535,3,10,32,31913,1,32,32,320
15076553,2,10,32,31914,1,32,32,320
15076569,4,11,32,31915,1,32,32,352
15076587,3,10,32,31916,1,32,32,320
15076604,2,15,32,31917,1,32,32,480
15076621,3,12,32,31918,1,32,32,384
15076638,3,11,32,31919,1,32,32,352
15076655,6,13,32,31920,1,32,32,416
15076675,3,14,32,31921,1,32,32,448
15076694,2,10,32,31922,1,32,32,320
15076711,3,9,32,31923,1,32,32,288
15076727,3,11,32,31924,1,32,32,352
15076744,3,10,32,31925,1,32,32,320
15076760,3,11,32,31926,1,32,32,352
15076777,2,11,32,31927,1,32,32,352
15076793,3,10,32,31928,1,32,32,320
15076809,3,11,32,31929,1,32,32,352
15076826,2,11,32,31930,1,32,32,352
15076842,3,19,32,31931,1,32,32,608
15076869,3,19,32,31932,1,32,32,608
15076896,3,19,32,31933,1,32,32,608
15076924,2,19,32,31934,1,32,32,608
15076950,5,19,32,31935,1,32,32,608
15076979,3,20,32,31936,1,32,32,640
15077007,3,19,32,31937,1,32,32,608
15077034,3,19,32,31938,1,32,32,608
15077062,4,35,32,31939,2,40,29,1120
15077075,4,3426,128,31940,2,160,116,438528
15077796,4,3886,64,31941,2,80,58,248704
15078058,3,7998,32,31942,2,40,29,255936
15078674,22059,23213,256,31943,1,256,256,5942528
15078813,3,16,32,31944,1,32,32,512
15078841,3,11,32,31945,1,32,32,352
15078858,3,10,32,31946,1,32,32,320
15078874,3,11,32,31947,1,32,32,352
15078891,3,10,32,31948,1,32,32,320
15078907,3,10,32,31949,1,32,32,320
15078923,3,14,32,31950,1,32,32,448
15078951,3,10,32,31951,1,32,32,320
15078968,2,11,32,31952,1,32,32,352
15078984,4,11,32,31953,1,32,32,352
15079002,3,10,32,31954,1,32,32,320
15079018,3,10,32,31955,1,32,32,320
15079035,4,10,32,31956,1,32,32,320
15079053,3,11,32,31957,1,32,32,352
15079070,3,10,32,31958,1,32,32,320
15079086,3,10,32,31959,1,32,32,320
15079103,3,10,32,31960,1,32,32,320
15079119,3,10,32,31961,1,32,32,320
15079136,3,10,32,31962,1,32,32,320
15079152,3,10,32,31963,1,32,32,320
15079169,2,21,32,31964,1,32,32,672
15079195,3,20,32,31965,1,32,32,640
15079222,3,19,32,31966,1,32,32,608
15079250,3,19,32,31967,1,32,32,608
15079277,3,19,32,31968,1,32,32,608
15079304,3,19,32,31969,1,32,32,608
15079331,3,19,32,31970,1,32,32,608
15079358,3,19,32,31971,1,32,32,608
15079386,2,20,32,31972,1,32,32,640
15079412,3,21,32,31973,1,32,32,672
15079439,3,19,32,31974,1,32,32,608
15079466,3,19,32,31975,1,32,32,608
15079493,4,19,32,31976,1,32,32,608
15079521,4,20,32,31977,1,32,32,640
15079550,3,20,32,31978,1,32,32,640
15079578,3,19,32,31979,1,32,32,608
15079605,2,20,32,31980,1,32,32,640
15079632,2,20,32,31981,1,32,32,640
15079658,3,20,32,31982,1,32,32,640
15079685,4,19,32,31983,1,32,32,608
15079713,2,10,32,31984,1,32,32,320
15079729,3,10,32,31985,1,32,32,320
15079745,3,15,32,31986,1,32,32,480
15079764,5,16,32,31987,1,32,32,512
15079786,4,15,32,31988,1,32,32,480
15079806,4,15,32,31989,2,40,29,480
15079826,4,87,32,31990,1,32,32,2784
15079919,3,11,32,31991,1,32,32,352
15079936,3,10,32,31992,1,32,32,320
15079953,3,10,32,31993,1,32,32,320
15079969,4,10,32,31994,1,32,32,320
15079987,3,10,32,31995,1,32,32,320
15080004,3,10,32,31996,1,32,32,320
15080020,3,10,32,31997,1,32,32,320
15080037,2,11,32,31998,1,32,32,352
15080053,3,11,32,31999,1,32,32,352
15080070,2,11,32,32000,1,32,32,352
15080086,3,10,32,32001,1,32,32,320
15080102,5,10,32,32002,1,32,32,320
15080120,3,10,32,32003,1,32,32,320
15080137,3,19,32,32004,1,32,32,608
15080164,2,20,32,32005,1,32,32,640
15080191,3,19,32,32006,1,32,32,608
15080218,2,19,32,32007,1,32,32,608
15080245,3,19,32,32008,1,32,32,608
15080272,3,19,32,32009,1,32,32,608
15080299,3,20,32,32010,1,32,32,640
15080326,3,20,32,32011,1,32,32,640
15080354,2,19,32,32012,1,32,32,608
15080380,2,20,32,32013,1,32,32,640
15080406,4,19,32,32014,1,32,32,608
15080433,3,19,32,32015,1,32,32,608
15080460,2,19,32,32016,1,32,32,608
15080486,2,23,32,32017,2,40,29,736
15080512,43125,145,128,32018,2,160,116,18560
15082564,2,980,64,32019,2,80,58,62720
15084983,2,4130,32,32020,2,40,29,132160
15085071,2,11141,128,32021,2,160,116,1426048
15089916,2,46,32,32022,1,32,32,1472
15089966,0,23,32,32023,2,40,29,736
15090474,17820,15458,512,32024,2,640,461,7914496
15090570,2,179,32,32025,1,32,32,5728
15091324,2,14,32,32026,1,32,32,448
15091351,4,10,32,32027,1,32,32,320
15091369,2,10,32,32028,1,32,32,320
15091384,3,10,32,32029,1,32,32,320
15091400,2,12,32,32030,1,32,32,384
15091416,2,11,32,32031,1,32,32,352
15091432,2,10,32,32032,1,32,32,320
15091448,2,12,32,32033,1,32,32,384
15091464,2,11,32,32034,1,32,32,352
15091480,2,10,32,32035,1,32,32,320
15091496,1,11,32,32036,1,32,32,352
15091511,3,10,32,32037,1,32,32,320
15091527,2,11,32,32038,1,32,32,352
15091544,2,10,32,32039,1,32,32,320
15091559,2,11,32,32040,1,32,32,352
15091575,2,11,32,32041,1,32,32,352
15091591,3,10,32,32042,1,32,32,320
15091607,2,11,32,32043,1,32,32,352
15091623,2,10,32,32044,1,32,32,320
15091639,2,11,32,32045,2,40,29,352
15092333,2,2403,64,32046,1,64,64,153792
15093326,2,15,32,32047,1,32,32,480
15093354,4,10,32,32048,1,32,32,320
15093372,3,10,32,32049,1,32,32,320
15093389,3,13,32,32050,1,32,32,416
15093406,6,11,32,32051,1,32,32,352
15093426,2,10,32,32052,1,32,32,320
15094064,23966,24,32,32053,2,40,29,768
15095027,3,6094,64,32054,2,80,58,390016
15095618,3,528,64,32055,2,80,58,33792
15096293,2,31,64,32056,2,80,58,1984
15096448,2,283,64,32057,2,80,58,18112
15096752,64,10506,32,32058,2,40,29,336192
15096850,3,182,64,32059,2,80,58,11648
15097089,3,76,64,32060,2,80,58,4864
15097538,2,117,64,32061,2,80,58,7488
