S_time,R_time,Processors,sigma
363146.3327,9.685651,18,0.173862
363158.4953,123.53818,14,0.714509
363226.4339,279.15828,2,0.433743
363235.9605,1154.116571,2,1.47697
363343.1431,5.806698,5,1.701956
363366.5225,5139.168026,7,1.907775
363547.0514,38.099603,4,1.440738
363619.0037,281.514287,27,1.761546
363659.2914,11.249546,5,1.18018
363712.2048,127.666856,2,0.934805
363772.6559,585.300302,3,1.381424
363787.4789,54.675767,4,0.363174
363825.4958,19.756924,11,1.61668
363828.8011,4.938794,7,1.455943
363889.2194,15.666902,2,1.372808
363930.3229,4.466175,3,0.969038
363983.4275,3521.86326,2,1.181832
364014.4433,62.445966,30,1.655547
364138.1132,45.758169,22,1.312513
364159.0345,594.362743,3,0.217349
364274.1846,124.35123,9,0.38459
364339.1576,916.469282,2,0.961246
364360.4575,5187.847776,47,1.53201
364406.9089,49.052791,25,0.433871
364470.3511,46.437399,7,0.052767
364500.0417,1430.047157,11,1.465052
364506.6166,5284.964259,3,0.776051
364564.6082,1183.789828,17,0.948208
364575.9791,10.03625,62,1.446799
364620.9178,9.504127,3,0.375353
364673.9872,214.698798,16,1.609819
364698.782,78.742738,3,0.352579
365105.7594,4.964195,50,0.440445
365107.2681,383.323337,2,1.291771
365175.0882,161.745632,2,0.516037
365323.4577,1233.999369,4,0.543491
365345.8799,809.99523,5,0.602891
365354.271,10768.55113,28,0.097377
365359.675,4.644543,2,1.679392
365386.2654,4090.375574,30,1.426222
365395.6765,18665.77036,44,1.975449
365528.5173,4.438115,46,0.753662
365541.3558,3.719421,51,0.246348
365591.4426,17312.94318,3,0.358681
365646.8938,6.106923,2,0.986955
365702.5063,6.714708,21,0.308268
365788.9056,19665.10455,27,0.183532
365980.3017,13.359845,2,1.880082
366036.731,1815.132409,11,0.558514
366042.4924,1046.558405,30,0.278812
366051.6439,216.049946,46,1.816057
366060.8544,27.290446,2,1.133468
366068.1524,2462.338478,6,1.305944
366120.1911,1246.778874,2,0.766652
366150.2678,1789.314715,5,0.253308
366238.7369,3.614956,16,1.990859
366275.3006,4971.108253,15,0.81768
366300.385,26.619297,62,1.358196
366348.7979,390.960124,11,1.560694
366394.5843,10.883958,39,0.84948
366430.848,18881.9954,3,1.663674
366503.7197,3.326774,2,1.796346
366567.4283,96.711052,33,1.86266
366595.4586,387.285459,2,1.138698
366603.4645,15468.42004,25,0.843858
366604.9144,4995.378299,40,1.699394
366650.4437,64.444127,3,1.31892
366704.5458,9264.766236,3,0.960689
366788.8246,2866.574251,3,0.069435
366789.3417,717.302597,3,0.068442
366827.891,8301.457116,2,0.491188
366834.1566,20.866764,2,1.541842
366880.9201,15.486311,6,1.288791
366908.2509,20971.44587,23,1.552876
366939.3121,17075.0939,3,1.476853
366942.0658,1964.29274,14,0.39249
366953.1834,1163.737795,16,1.901807
366955.0019,5137.105749,2,0.221884
367037.7995,292.778058,27,1.22548
367061.1645,17.994882,2,0.764131
367085.1199,11756.47499,52,1.748095
367087.4844,4518.225319,6,1.15309
367182.2717,90.377365,18,1.624075
367208.3351,3036.301694,3,1.472431
367221.3236,12555.86569,6,1.137987
367251.0369,18.533684,23,1.430755
367267.3669,63.952126,9,1.355067
367354.639,837.69917,2,1.160586
367501.3801,2163.453408,12,1.491878
367505.386,67.092674,4,0.190248
367584.1382,7073.734626,2,1.23986
367612.9572,15.142068,15,0.645105
367688.1524,4.726717,3,1.497182
367728.3346,12083.76305,5,0.99677
367757.2643,424.828514,3,0.324589
367768.5437,6.540746,16,0.264347
367784.2943,67.166122,2,1.517709
367820.3943,56.915892,2,0.284686
367976.7462,84.410663,19,0.578111
368019.9234,2331.110619,2,1.588006
368049.0032,76.978221,29,1.641973
368165.2576,778.426696,13,1.512542
368176.9551,241.546029,2,1.704034
368310.514,66.716667,12,0.451798
368385.0382,34.412543,37,1.879488
368385.6027,82.637547,4,0.09023
368415.7805,709.031977,10,0.718692
368562.7262,186.931431,2,1.344269
368573.2057,195.308127,20,1.843714
368575.027,21408.31222,17,1.095425
368669.3785,3200.308515,8,0.052001
368814.5059,3.433158,2,0.741352
368883.55,11556.63642,17,1.585983
368997.7338,5836.751985,23,0.337092
368999.2225,19201.68445,62,1.369953
369059.0687,979.427208,43,1.965487
369165.8718,10.726162,60,1.245406
369183.943,1305.924312,3,1.599584
369256.5646,5.201568,60,1.837232
369324.5019,3.842229,19,0.037506
369400.5963,20201.78422,3,0.441093
369526.2777,347.111132,4,1.981119
369559.6405,8.465241,16,1.009502
369569.329,19.290432,6,0.025715
369607.698,29.639106,2,0.911681
369611.695,1880.064841,3,1.261926
369658.9327,6305.074296,22,1.16168
369705.1669,1148.592787,13,1.466685
369810.2567,29.521144,26,1.57951
369844.5206,737.64146,57,1.872418
369845.591,116.695427,41,0.100119
369986.9246,17702.76639,12,0.536219
370043.6237,1147.646578,7,0.130897
370074.827,202.667382,46,0.31925
370103.282,39.595129,7,0.702014
370180.1644,6648.832206,19,0.391315
370237.4298,14.262164,3,0.435609
370367.6324,37.016707,3,1.341205
370378.684,3.095913,3,0.545812
370417.8958,4390.154813,10,0.768819
370432.8061,15455.36182,4,0.424537
370487.2433,147.14959,3,0.091617
370488.3756,84.556526,29,0.382334
370663.8548,33.533525,39,0.467692
370707.9028,4.318082,51,1.287845
370927.2489,8.079771,2,1.112798
371040.5615,45.41118,7,0.75849
371054.2303,1940.355745,54,1.887418
371081.6248,10999.10081,2,0.791646
371097.0901,136.731326,5,1.23185
371154.8575,4.338927,19,0.542621
371363.2381,38.100885,28,0.30026
371426.6444,30.671029,2,1.496291
371447.7045,294.409,5,1.238799
371548.9352,18.970533,5,0.576511
371585.281,3.887038,2,1.756731
371604.041,18.51542,18,0.797416
371655.0509,122.014893,24,0.336671
371681.1138,181.071865,32,1.500511
371720.2643,120.504834,21,1.670678
371807.8325,17735.55411,3,1.12763
371816.551,5.023642,4,1.752855
371819.8528,485.262423,2,1.248705
371844.7939,21272.45806,5,0.755287
371847.2904,18563.04777,14,1.560489
371856.6604,27.322323,2,1.115528
371945.0076,2190.061106,2,0.843155
372003.2533,32.021966,5,1.232043
372065.5558,415.691691,20,0.878538
372085.146,4.926173,3,0.140326
372140.9321,3.679241,6,1.927742
372240.4229,3637.192662,2,0.582068
372343.7403,198.959752,2,0.387778
372390.8986,298.95113,2,1.525867
372452.7637,5.189889,18,0.029814
372460.2235,1507.90041,11,0.079364
372460.7522,87.200084,27,0.807791
372487.5223,397.789976,2,1.292378
372523.7209,3134.274357,4,1.183131
372605.6543,20538.05464,8,0.725553
372629.9039,1106.066483,30,0.623337
372689.0576,14.496394,5,1.747774
372788.0769,6546.240222,12,1.876513
372791.4021,345.427871,30,0.155156
372813.0812,492.617707,55,1.935868
372816.5382,13.869145,2,0.853807
372821.2962,4.752148,3,1.456872
372828.0327,4.513498,10,0.510119
372842.3929,107.01871,27,0.703984
372995.7988,39.488794,38,1.73521
373147.8803,319.134897,50,0.025253
373264.172,13835.79477,16,0.523046
373347.4128,14.041441,6,0.79517
373359.5897,34.725115,52,0.659678
373366.9245,6.492619,49,1.301567
373434.141,1549.262312,21,0.288818
373555.3121,17.289595,2,0.070908
373582.8715,10.455233,2,0.500114
373615.4248,163.262404,11,1.916159
373653.5945,2331.11946,2,0.84904
373675.6593,40.329871,2,1.166886
373701.7424,6053.546778,15,0.662214
373781.2568,133.551369,3,0.614996
373827.7991,8526.508484,13,1.125017
374114.6631,6.946764,12,1.157852
374157.1026,4.932157,28,1.121232
374163.8346,19.876109,25,0.083567
374181.1352,931.998144,15,0.718682
374203.3384,493.159945,6,1.692128
374210.8697,28.140055,26,0.932305
374215.3091,196.823912,44,1.019785
374217.38,13972.81223,2,1.521345
374245.0123,880.062374,21,0.71454
374278.9475,5.704756,4,0.336887
374340.9231,4377.543527,2,1.405404
374347.2001,465.825581,46,1.318798
374363.4258,509.694107,9,1.276416
374394.0731,619.671283,2,1.313061
374425.3491,25.772645,64,0.534002
374445.3982,3241.366943,17,0.00496
374562.8109,44.514906,25,0.214379
374605.5806,20611.33331,11,0.704329
374631.4527,6.233574,3,0.216553
374690.9025,1068.959352,4,0.702463
374710.884,8755.672103,11,1.352812
374806.3077,70.212441,52,1.656123
374811.6683,11873.26355,16,1.345728
374832.6733,7.921091,2,0.475538
374852.3834,5452.365961,10,1.822123
374921.103,22.565873,13,1.165614
374924.9479,30.763463,8,0.972647
374948.1468,921.193429,4,1.171335
374970.4551,228.806214,6,0.616687
375012.8009,17423.2695,4,0.940157
375029.0235,11.644209,2,0.546637
375292.8201,357.289145,4,1.234993
375300.1221,385.895808,5,0.68432
375358.9993,18394.48195,17,1.222335
375457.9187,30.330153,2,1.097527
375537.8572,19890.01368,10,0.961759
375552.4594,19.609655,13,1.615765
375572.7717,4201.874427,2,1.92871
375673.7753,4949.690381,59,1.04436
375916.97,5363.544799,2,1.368503
375933.9312,4894.039911,20,1.543869
375999.4468,19105.47851,5,1.644871
376009.2431,504.573282,17,0.875717
376103.7173,8.145735,3,0.362267
376127.6264,52.760183,44,1.211723
376255.7727,714.293365,18,0.474867
376357.8577,15028.08963,2,1.7007
376392.585,9.623371,20,1.756251
376481.5849,1594.9894,10,1.707335
376486.2927,3.388504,3,0.220435
376543.1895,2159.497673,9,0.480847
376595.6964,53.514521,55,0.093283
376665.3743,15.527302,9,0.777689
376737.4295,8937.498727,2,1.920252
376847.0461,10.252442,8,1.296677
376871.2947,442.72258,2,1.75965
376954.232,19.708179,6,1.433878
376968.6975,6.010875,26,1.430114
377024.8206,17452.47425,4,1.709554
377079.7778,7.433941,3,1.020481
377248.1453,814.117603,3,1.03997
377333.2819,10.883118,33,0.394128
377367.9752,102.937678,3,1.841033
377387.2629,1229.722148,3,0.926774
377446.5146,3714.326298,5,1.252269
377462.9189,16934.64975,24,1.977575
377473.2284,3.814293,2,0.037562
377522.0271,19.547257,18,0.453825
377539.2334,2121.002098,29,1.904383
377543.5964,894.323933,5,0.22195
377560.2231,135.190579,43,0.178064
377590.2728,4299.777273,2,0.62989
377625.4807,9.863512,32,1.230574
377675.4786,3.091042,5,0.141504
377688.9138,3306.525763,56,1.150606
377713.1511,244.054764,5,1.916586
377750.7039,1306.019462,2,0.772157
377876.6817,13419.08029,12,0.222403
377924.7805,723.861497,6,0.451032
377956.0302,652.447507,3,1.816753
377995.4876,1264.216244,7,0.864831
378078.073,4.997767,23,1.161316
378131.6747,5.271371,19,0.772817
378170.6157,202.59282,6,0.115772
378192.5875,166.54922,3,0.091803
378235.8172,579.509483,4,1.334378
378238.0975,9.744299,3,0.838105
378281.2609,751.630265,14,0.362476
378304.4587,350.287311,4,0.671579
378321.8362,3903.276283,6,0.215021
378322.9404,2612.11985,4,0.359056
378323.384,695.652079,6,0.545569
378328.9671,23.147624,6,0.151929
378330.2168,278.102405,4,1.196135
378369.1074,24.453214,3,1.469447
378468.309,162.636834,5,1.080663
378541.758,304.864001,4,1.110463
378649.8237,389.486464,4,1.041128
378677.0649,123.82282,2,0.001657
378695.6332,17928.91535,2,1.933216
378714.5553,146.581345,30,1.835105
378764.1493,5.281725,14,1.518289
378853.6427,21963.87952,2,0.985448
378863.7691,719.537151,2,0.264273
378868.0101,1848.884868,11,1.939953
379024.5645,1141.860348,19,0.10134
379091.2445,2244.428473,2,0.16982
379164.2591,191.662447,21,1.725425
379221.6714,4.243329,3,0.902583
379234.4305,34.069369,2,1.764611
379299.4202,3825.271349,2,1.675057
379307.8471,7949.425112,7,1.097063
379441.432,4550.216656,17,0.29177
379496.9553,95.263644,5,0.1301
379523.2124,99.518898,4,1.65338
379533.3344,668.925295,2,1.937933
379566.779,28.377927,4,1.298757
379706.6151,253.842341,58,1.014304
379711.3858,533.741053,38,1.182396
379724.3491,12000.10545,2,0.304749
379775.9399,2449.438799,6,1.315297
379850.6239,213.964468,3,0.704868
379870.7252,7246.339641,19,1.940274
379882.8331,4.152837,2,1.532177
380019.8111,1250.291403,2,1.880103
380027.968,1785.102032,3,1.940091
380111.5846,60.588592,14,1.175321
380193.7164,4537.30753,8,0.781208
380197.8491,5.482126,2,1.24737
380226.4184,119.948949,2,1.195104
380251.2301,1143.769514,36,1.487314
380357.5963,611.298837,4,0.655341
380441.7291,321.607585,44,1.637648
380447.1473,3.652692,49,0.749702
380560.8115,42.511602,8,0.320559
380594.6994,2078.442453,5,1.185007
380628.779,19.536838,2,0.748778
380654.4475,260.33622,10,1.866411
380764.274,9.437465,5,0.047457
380803.5205,11193.77084,57,0.804671
380853.0875,287.573519,12,1.725302
380886.984,89.019862,6,1.707876
380902.5056,80.978517,3,1.480048
381004.6248,66.333987,3,1.378678
381138.1007,3991.596424,6,0.858569
381191.1591,8752.212299,24,0.653724
381341.051,1654.302266,30,1.302409
381378.4481,13.544857,53,1.783475
381382.412,830.508554,6,0.219576
381484.4858,27.21728,20,0.768072
381871.7832,178.656838,23,0.820516
381900.1309,2781.099384,27,0.665549
382028.2148,94.345004,29,1.78914
382078.7298,87.30609,3,0.655921
382154.2361,28.770883,43,1.249148
382220.9932,2662.562938,13,1.986855
382251.9519,20875.97357,13,0.587283
382288.2894,6963.681006,3,0.557676
382356.5295,75.397694,12,0.139265
382380.4,157.516167,15,1.674444
382385.4999,5.514362,2,1.615852
382433.9591,6.216168,7,0.004066
382460.103,403.103632,2,0.415886
382498.6467,1553.467298,20,1.290357
382503.0461,10000.56617,5,1.017931
382529.3903,10.278761,6,0.470524
382612.6651,10.533949,2,0.451298
382628.4098,723.542015,2,0.38467
382744.0844,3537.077502,3,0.350469
382968.1084,965.677131,19,1.455501
382987.5751,942.520059,3,0.057149
383074.2603,806.449656,4,1.223881
383141.9923,4085.970197,2,0.625251
383144.4336,4.659555,16,1.969076
383211.7557,6.720269,2,0.879379
383379.318,168.683214,45,1.486598
383460.1784,136.385538,32,0.826927
383461.1539,623.52909,2,0.548946
383463.827,377.743055,2,1.908434
383610.0865,9708.408983,44,1.422398
383708.9089,18781.22468,60,0.366623
383780.6034,21.662049,38,0.326673
383930.2719,82.034334,6,1.762347
383938.5599,6473.483751,5,1.874496
383965.2261,8035.447246,17,1.236635
383997.3751,1241.469745,23,0.88248
384020.2685,564.073996,5,1.248897
384032.2909,7132.031842,63,1.332806
384034.4488,1842.156051,6,0.706263
384119.1326,18.544991,7,1.156161
384145.3154,14.147614,2,0.563713
384152.524,4352.333687,8,1.236763
384160.4481,30.301023,34,0.455392
384185.1798,3.575341,24,1.225116
384197.0589,486.116548,6,0.404966
384435.9641,101.801515,2,0.949086
384503.2374,5.917704,2,0.599433
384506.388,13.533121,3,0.820244
384549.2933,32.497713,2,0.564722
384552.947,9147.803328,9,1.3782
384635.6358,221.546858,2,1.216733
384872.5838,735.455234,2,0.278763
385021.4723,115.949092,3,0.407718
385054.4881,10.867791,39,1.405982
385075.359,10.252169,31,1.428818
385134.4745,942.830986,4,1.665277
385143.7394,4.051056,31,1.84177
385179.0466,11915.10622,3,1.171575
385232.7569,905.582134,8,1.043317
385318.0565,4.629193,62,0.141185
385349.3847,2131.894897,41,0.733782
385409.7434,1328.833759,2,1.263461
385452.8755,192.046243,10,0.502949
385537.6891,2501.160485,4,0.906174
385586.3021,3912.231617,60,1.740623
385596.0223,5.185788,5,1.63605
385702.0389,75.676576,38,0.035148
385760.495,55.445907,6,0.839538
385764.1695,5946.397449,6,0.964148
385774.7328,1220.887887,36,0.267567
385857.3535,316.113114,49,0.368322
385926.5025,3.348549,7,1.275317
385953.9628,2732.657627,3,0.913373
385958.1259,3064.755338,2,0.672874
386095.1011,32.499219,2,0.993481
386191.0571,47.999892,6,0.030776
386221.6092,20.655935,57,0.973571
386273.992,2342.909773,6,1.633865
386346.8068,109.338478,2,0.87288
386350.296,73.196806,15,0.090619
386359.4534,8.386363,55,1.776622
386376.917,4.43001,47,0.274719
386428.3259,1397.429835,4,0.674622
386448.454,1515.123952,47,0.179832
386508.6378,58.373075,46,0.925141
386521.3945,102.901627,2,0.839629
386531.3725,29.576986,11,1.573873
386622.6915,256.126541,3,0.18741
386694.5143,184.263065,4,1.048197
386729.8235,17.932183,8,0.858642
386945.0584,2185.82529,14,1.871027
386993.0638,1762.758959,13,1.045535
387155.7756,65.738622,6,1.200902
387187.681,2856.599215,14,1.455232
387255.1324,17767.69673,4,1.194673
387361.6334,7.402797,19,1.251681
387362.0715,903.606275,4,1.231427
387400.5295,3.273516,4,0.148734
387444.1416,8.498391,39,1.644498
387667.9109,74.447527,8,1.292618
387721.7133,10477.54316,2,1.357858
387751.2168,3903.912846,13,0.529967
387850.3841,29.438204,2,0.834507
387872.639,8383.767266,40,1.884769
387918.0333,81.908562,2,0.587653
387929.5244,46.074794,11,0.576169
387952.299,895.669003,38,1.414197
388001.6967,33.574452,2,1.997679
388031.9351,10.898792,28,1.25773
388052.9624,35.718225,7,1.094049
388097.7452,15641.882,12,1.004504
388110.1673,44.296521,11,0.68069
388144.3356,18968.84535,3,0.770125
388175.1642,2808.413315,55,1.349262
388211.1135,23.42225,45,0.581342
388249.5442,14849.20233,2,1.856196
388302.4115,66.199402,7,1.901389
388319.3707,2111.187463,2,0.563724
388334.7002,3623.66009,2,1.946969
388349.5012,316.531001,53,1.424022
388366.5524,19.437338,6,1.261387
388430.6232,7.653194,7,0.852958
388432.782,3251.247266,5,0.846511
388508.3945,10.707305,8,0.765786
388539.2872,9.183405,3,1.218587
388585.9679,73.753353,14,0.710427
388596.1672,5.776848,4,0.498622
388608.8323,360.081281,29,0.476835
388617.6541,17.393169,23,0.447073
388654.9402,171.007567,24,1.914858
388741.0059,272.713947,55,0.820626
388884.4555,4229.747902,8,1.368705
388915.523,268.416176,3,1.657867
388918.2939,691.130227,4,1.514201
388988.4689,625.065862,2,0.011374
389009.2998,236.929114,4,0.862248
389120.9646,744.42595,54,0.154665
389257.4719,10.360052,34,1.092792
389476.7933,6.912116,4,0.515195
389605.3847,18.653704,10,0.74903
389654.8203,823.827078,11,0.860348
389703.9548,7.163598,2,1.32607
389732.4289,3043.535205,2,1.060877
389821.382,632.978216,63,0.044844
389831.7557,4.157619,3,0.292185
389924.9463,22.96431,8,1.395514
389964.7682,6.172834,3,0.04802
389971.919,114.906961,13,1.995591
390074.0816,494.009806,35,0.572218
390092.0882,186.891183,19,1.398664
390100.3058,299.227901,9,0.18796
390110.6978,29.823914,41,0.6338
390146.9572,3073.542617,2,1.457695
390177.9661,622.354023,3,0.313783
390242.7035,41.350679,3,0.270035
390309.3839,5310.668776,2,1.958625
390341.9591,4935.41681,2,0.109522
390358.9144,7060.6508,3,1.222902
390460.3895,7.733308,56,0.35283
390473.8235,1894.315915,7,1.965695
390651.8741,32.509902,3,0.40419
390666.2407,208.363145,3,1.603463
390678.8906,58.299158,4,1.677894
390758.4673,433.319844,3,0.79498
390799.707,357.854138,4,0.834273
390912.7316,15.956046,7,1.092251
390971.5969,513.610961,7,0.990295
390980.5278,28.254377,3,0.167588
390998.0435,6693.44482,5,1.999118
391011.1842,20.00768,3,0.070412
391054.2273,224.010711,2,1.420596
391061.9222,4513.86333,2,0.598518
391131.3742,737.909473,52,1.396324
391147.9068,364.082844,5,1.963678
391192.7287,1442.434186,8,1.612152
391277.211,528.97638,44,0.915918
391311.2103,8409.548153,2,1.329683
391621.5131,324.554595,6,0.183596
391633.5279,68.698326,7,1.475745
391663.6487,185.777969,12,1.84597
391743.6437,63.075215,2,1.401818
391753.1,8658.157328,21,1.477683
391807.8796,29.279296,3,0.89259
391816.4391,162.894418,7,0.542087
391883.4836,5.264177,41,1.432475
391886.5559,34.306816,4,1.062225
391904.2229,2235.246212,10,1.697824
391923.5715,1291.184463,5,0.83261
391942.5479,2643.859235,17,1.873808
391969.1538,3218.093721,16,0.087484
392052.799,50.028873,2,0.179236
392057.1485,3.981566,4,0.367157
392092.5952,8528.869279,4,0.083176
392107.4448,1967.556607,6,0.177343
392116.2012,3127.441547,44,1.039671
392227.7431,8.476664,9,1.543446
392257.9585,16728.54119,8,1.349068
392292.7859,591.571671,2,1.629767
392314.7278,50.718319,17,1.918336
392360.3213,1650.220977,2,1.673093
392435.457,1279.898068,12,0.279105
392498.2387,28.895751,4,1.594686
392536.3741,69.975708,63,1.907391
392686.8741,184.185496,14,0.288837
392734.2169,3640.257122,12,0.139491
392736.6296,220.348434,7,0.084255
392805.4103,34.676482,64,1.683149
392888.4525,10.197145,17,1.032996
392907.2033,20825.37487,4,1.380606
392966.4425,2261.124025,6,1.877663
392985.7695,60.783292,18,0.564755
393027.6979,24.665563,41,1.818287
393108.2436,13.932788,11,0.418264
393109.9111,114.19695,2,1.274144
393236.2445,57.701991,46,0.749549
393243.6358,1415.798931,25,0.552677
393265.418,15940.57232,57,0.68358
393315.8144,3253.650643,8,0.533143
393329.8612,207.969135,37,0.630334
393336.4027,37.373677,2,0.064572
393539.5092,8.617894,3,1.87693
393606.0614,3878.680228,3,0.083318
393616.5791,1485.024788,2,1.56779
393680.2219,12.476836,31,1.547264
393714.1052,351.40961,43,0.769999
393741.4675,31.977942,2,1.364496
393891.9101,1548.066719,6,0.6131
393896.7776,531.187816,7,0.189671
393929.869,9909.796232,4,1.142296
393982.6739,6453.737571,35,0.365928
394048.1276,1541.295276,3,0.367429
394247.0473,2890.34849,5,0.30939
394269.2434,19.234491,2,0.133466
394281.0084,17889.36925,2,0.481948
394297.9449,2774.255289,60,0.080318
394318.1372,104.797161,3,1.060265
394327.3595,4096.697735,4,0.014002
394378.6753,3.853707,25,1.443103
394456.5691,82.044223,6,0.752885
394461.6149,13.920137,6,0.007058
394498.7561,1879.491495,3,0.936451
394532.5668,10.824134,2,1.438861
394547.7441,421.789428,8,0.056578
394585.5767,103.547141,12,0.493184
394598.8163,192.105958,8,0.329966
394602.5874,5.683122,2,0.688973
394646.1603,4893.082915,28,1.220027
394675.8283,9.459699,7,1.450426
394786.1753,197.147016,6,1.205694
394787.9245,6.274797,42,1.11468
395002.2084,57.037881,28,1.013404
395025.1805,145.651581,11,1.312968
395047.9596,6.447609,13,0.883116
395052.7739,3.10865,31,0.708315
395073.1631,199.910856,3,0.154673
395091.7119,4.438851,2,1.188132
395128.8113,682.743019,49,0.567197
395172.5615,11198.94711,10,1.991001
395229.2096,880.590786,16,1.889687
395281.5406,6095.910745,2,0.374467
395292.213,6366.079588,18,0.024639
395306.6218,1668.471718,60,1.827157
395334.4202,106.01382,45,1.030621
395514.6348,13293.10001,13,1.165785
395600.6324,10439.00572,12,1.70993
395622.2905,20.762094,20,1.481527
395626.2276,414.857659,4,1.216056
395708.4325,76.7433,4,0.369633
395736.4805,2792.906175,17,0.988488
395788.818,319.930339,3,1.94071
395881.5946,12.348383,2,1.484803
395887.9201,104.958133,3,1.202295
395911.2723,328.741545,18,1.801556
395980.7243,7.556222,8,1.072212
395993.6936,8.461975,2,0.911542
396049.3282,4361.174549,2,1.132793
396122.3129,2022.447782,52,0.53255
396124.3523,11.486816,38,0.384769
396345.9779,4768.595996,4,1.414869
396391.2888,16473.33982,32,1.829999
396500.0875,1427.144475,14,0.355396
396575.7049,300.536583,56,0.731775
396590.206,675.967681,30,1.404231
396654.0547,1100.201971,2,0.326491
396667.0206,14.481688,18,0.114315
396712.6465,201.014216,35,0.490531
396766.018,78.299206,2,1.950028
396842.1742,18.716573,2,0.389218
396941.5052,14038.91501,3,1.922478
397091.0116,28.030608,4,0.161338
397182.1858,6238.584812,12,1.708685
397220.523,32.317495,6,0.653914
397233.6533,1299.686266,39,1.710065
397278.0262,6.297234,37,0.968943
397321.0262,818.230308,3,1.228711
397327.6871,1160.905918,34,0.387236
397397.8086,76.740274,13,1.695316
397431.1478,53.196336,8,1.823034
397431.2622,1354.033764,4,1.752952
397431.8295,43.077275,14,1.70351
397437.0998,38.264805,6,0.260158
397709.0111,3.247427,11,1.694863
397767.7904,7.574306,11,1.856051
397780.2587,167.356342,4,0.541322
397784.299,32.733905,2,0.513223
397811.357,26.727229,7,0.433091
397887.5709,8.683213,5,1.28359
397952.5043,950.675169,3,1.706878
397992.4456,14.01762,13,0.054832
398023.261,4153.254007,10,1.649352
398027.771,2364.749209,5,1.932304
398063.8537,429.915868,3,1.881599
398118.1181,13.480602,42,1.464789
398218.3392,3.464746,7,0.802778
398220.8843,6458.238587,2,1.100353
398320.8064,7.321444,19,1.393749
398333.2601,703.605148,17,0.274083
398353.1355,844.667664,2,1.863253
398357.9227,36.480117,22,1.609939
398388.3873,13873.16011,2,0.022506
398393.8915,15856.92213,3,1.882926
398511.9714,6.417629,13,1.606679
398543.8952,566.295781,6,0.424944
398545.2204,8462.614936,5,0.223258
398548.7503,3.681034,2,1.354031
398659.0047,23.411691,26,0.293866
398766.0189,4.505971,3,0.674083
398783.0689,148.374027,2,0.66364
398791.1576,6933.151598,32,0.500279
398821.4116,22.188567,58,1.830843
398832.9596,5756.188074,5,1.808135
398919.3205,3.64554,24,1.926424
398919.3681,6.60591,3,0.408389
399001.9285,11056.53724,37,0.548151
399117.8655,9.448825,2,1.871552
399199.022,239.042206,13,0.364534
399202.2041,18692.47427,3,0.598928
399214.8322,228.408459,44,1.079511
399347.4906,363.269105,10,0.581419
399349.3682,240.022133,16,1.656291
399353.6673,12201.17882,42,0.089011
399420.3664,28.185443,5,1.755873
399433.9421,4361.878881,6,0.049862
399495.8163,3975.452966,13,0.417146
399646.1263,37.877205,40,1.185407
399670.0032,426.781047,2,0.589718
399679.3496,20.313926,4,1.458741
399765.4666,3.097745,9,1.098703
399768.3889,50.79786,19,0.720697
399778.801,1081.910266,2,0.84268
399814.7582,206.7177,2,0.768076
399830.9524,3.378409,14,1.596445
400067.2687,835.420656,9,0.657848
400079.9211,299.245826,5,0.586666
400152.0412,25.012605,5,1.892768
400168.4789,2683.270108,3,1.754707
400273.6384,84.626035,16,0.569746
400289.9659,3.438201,25,0.707287
400419.7397,76.527781,7,1.207318
400430.7514,93.211392,3,0.345951
400497.0681,125.910826,46,1.320889
400531.1615,94.375616,2,1.55227
400590.7917,9553.77532,15,1.949616
400638.1397,1570.684337,3,0.343193
400840.3176,28.340578,6,0.931374
400952.4388,34.192286,3,0.646845
400956.6662,624.220052,37,1.677647
401031.9145,70.6982,15,0.723895
401036.6482,1236.404438,2,1.104339
401112.7951,14275.07568,5,0.869145
401158.5623,171.288759,5,1.664699
401234.0896,13613.99004,3,0.945902
401257.1176,100.273233,38,1.011642
401362.6371,2140.680316,12,1.553233
401379.6369,1381.155313,26,1.512633
401423.4135,19202.72023,3,1.564601
401482.9299,16.849104,38,1.380609
401494.8472,10935.90907,57,1.973969
401568.0914,794.121002,27,0.221025
401765.9258,25.328559,38,1.219054
401767.4599,55.917932,19,1.494335
401770.3125,14.236352,2,0.27696
401807.2244,170.215839,2,0.724388
401896.4213,12.008449,2,0.298683
401936.4951,97.30181,25,0.496183
401941.8127,33.081573,22,1.545214
401956.1481,2241.669224,3,0.924681
402019.4834,113.874897,16,0.724364
402043.9128,5839.417345,2,1.547179
402143.5876,14215.8226,5,0.419845
402178.1363,1162.516186,8,0.562104
402178.5334,15.30519,3,1.466605
402318.3384,236.309975,19,0.548303
402404.1135,466.072568,5,1.709463
402409.0683,210.047269,26,1.818005
402409.4357,4.836917,3,0.723442
402471.1843,7131.846614,49,1.585614
402479.5215,3253.471717,5,0.075796
402542.7934,7.593481,2,1.983928
402544.7999,15.076369,51,0.646382
402551.7254,23.569947,9,1.308278
402565.5853,951.727848,3,1.931837
402605.8704,32.531185,40,0.781535
402776.6154,25.73803,34,0.74765
402828.6918,1135.405818,5,0.746164
402842.6987,59.144664,33,1.414663
402849.5087,531.622778,41,0.779209
403029.9439,11.802938,40,0.448706
403035.8614,1299.90164,6,1.547229
403077.2452,4061.034206,4,0.587487
403104.1306,1048.028938,35,1.954415
403138.8844,2162.949071,5,0.699454
403331.2516,22.429148,2,1.827175
