S_time,R_time,Processors,sigma,id,type,Max_resource,Min_resource,Total_cost
26042386.01,5.905172,86,0.141185,7455,1,86,86,507.84479200000004
26044503.38,85219.44695,55,0.733782,7456,1,55,55,4687069.58225
26048582.83,40730.72916,2,1.263461,7457,1,2,2,81461.45832
26051497.98,1985.929524,12,0.502949,7458,1,12,12,23831.154287999998
26057230.26,109366.7363,5,0.906174,7459,1,5,5,546833.6815000001
26060515.86,219939.7577,84,1.740623,7460,1,84,84,18474939.6468
26061172.81,7.05084,6,1.63605,7461,1,6,6,42.30504
26068338.12,463.798242,51,0.035148,7462,1,51,51,23653.710342000002
26072288.98,285.332517,7,0.839538,7463,1,7,7,1997.327619
26072537.33,422934.3654,7,0.964148,7464,1,7,7,2960540.5578
26073251.27,35682.75395,48,0.267567,7465,1,48,48,1712772.1896
26078835.33,4324.944304,67,0.368322,7466,1,67,67,289771.268368
26083508.88,3.561039,8,1.275317,7467,1,8,8,28.488312
26085364.84,125581.0337,3,0.913373,7468,1,3,3,376743.10109999997
26085646.2,150215.5781,2,0.672874,7469,1,2,2,300431.1562
26094903.91,123.889412,2,0.993481,7470,1,2,2,247.778824
26101389.26,227.793341,7,0.030776,7471,1,7,7,1594.553387
26103454.18,61.04372,79,0.973571,7472,1,79,79,4822.45388
26106994.56,98753.8102,7,1.633865,7473,1,7,7,691276.6714000001
26111915.87,823.971766,2,0.87288,7474,1,2,2,1647.943532
26112151.7,440.282905,18,0.090619,7475,1,18,18,7925.0922900000005
26112770.62,14.93712,77,1.776622,7476,1,77,77,1150.15824
26113950.93,5.513184,64,0.274719,7477,1,64,64,352.843776
26117425.48,44061.64448,4,0.674622,7478,1,4,4,176246.57792
26118785.88,49992.62455,65,0.179832,7479,1,65,65,3249520.59575
26122853.51,309.204087,63,0.925141,7480,1,63,63,19479.857481000003
26123715.69,749.47888,2,0.839629,7481,1,2,2,1498.95776
26124390.07,106.937383,13,1.573873,7482,1,13,13,1390.1859789999999
26130562.02,3113.557029,3,0.18741,7483,1,3,3,9340.671087
26135416.29,1861.672678,5,1.048197,7484,1,5,5,9308.363389999999
26137802.72,48.94769,10,0.858642,7485,1,10,10,489.4769
26152349.74,88610.05285,17,1.871027,7486,1,17,17,1506370.89845
26155594.27,63325.965,15,1.045535,7487,1,15,15,949889.475
26166591.43,372.257337,6,1.200902,7488,1,6,6,2233.544022
26168747.81,134588.964,18,1.455232,7489,1,18,18,2422601.352
26173306.63,2337146.91,5,1.194673,7490,1,5,5,11685734.55
26180504.68,12.292932,24,1.251681,7491,1,24,24,295.030368
26180534.29,22302.06314,4,1.231427,7492,1,4,4,89208.25256
26183133.54,3.437208,4,0.148734,7493,1,4,4,13.748832
26186081.14,15.249906,53,1.644498,7494,1,53,53,808.245018
26201204.98,452.088327,9,1.292618,7495,1,9,9,4068.794943
26204841.3,1024397.062,2,1.357858,7496,1,2,2,2048794.124
26206835.35,219209.8196,16,0.529967,7497,1,16,16,3507357.1136
26213537.75,106.154781,2,0.834507,7498,1,2,2,212.309562
26215041.88,723203.9585,53,1.884769,7499,1,53,53,38329809.8005
26218109.93,524.810502,2,0.587653,7500,1,2,2,1049.621004
26218886.58,213.687091,13,0.576169,7501,1,13,13,2777.932183
26220425.84,21996.87326,51,1.414197,7502,1,51,51,1121840.53626
26223764.47,130.349952,2,1.997679,7503,1,2,2,260.699904
26225808.18,22.490526,36,1.25773,7504,1,36,36,809.6589359999999
26227229.35,143.57928,8,1.094049,7505,1,8,8,1148.63424
26230256.07,1915385.94,15,1.004504,7506,1,15,15,28730789.099999998
26231095.64,200.947374,13,0.68069,7507,1,13,13,2612.315862
26233404.96,2588537.874,3,0.770125,7508,1,3,3,7765613.6219999995
26235488.57,131060.2232,76,1.349262,7509,1,76,76,9960576.9632
26237918.27,74.282466,61,0.581342,7510,1,61,61,4531.230426
26240515.67,1765969.277,2,1.856196,7511,1,2,2,3531938.554
26244088.8,376.340313,9,1.901389,7512,1,9,9,3387.062817
26245235.01,83930.25276,2,0.563724,7513,1,2,2,167860.50552
26246271.09,195134.3534,2,1.946969,7514,1,2,2,390268.7068
26247271.44,4333.87664,73,1.424022,7515,1,73,73,316372.99472
26248423.87,55.513496,7,1.261387,7516,1,7,7,388.594472
26252754.21,12.948448,8,0.852958,7517,1,8,8,103.587584
26252900.11,164732.7734,6,0.846511,7518,1,6,6,988396.6404
26258010.51,21.876463,9,0.765786,7519,1,9,9,196.888167
26260098.45,17.212588,3,1.218587,7520,1,3,3,51.637764000000004
26263253.45,445.522212,17,0.710427,7521,1,17,17,7573.877604
26263942.78,8.345435,4,0.498622,7522,1,4,4,33.38174
26264798.77,5300.406232,39,0.476835,7523,1,39,39,206715.843048
26265395.01,46.669409,30,0.447073,7524,1,30,30,1400.08227
26267915.06,1656.789232,32,1.914858,7525,1,32,32,53017.255424
26273731.96,3434.143289,77,0.820626,7526,1,77,77,264429.033253
26283427.25,248445.3154,9,1.368705,7527,1,9,9,2236007.8386
26285527.0,3349.997861,3,1.657867,7528,1,3,3,10049.993583
26285714.27,14673.33758,4,1.514201,7529,1,4,4,58693.35032
26290457.17,12542.49719,2,0.011374,7530,1,2,2,25084.99438
26291865.06,2756.853783,4,0.862248,7531,1,4,4,11027.415132
26299412.12,16478.32227,74,0.154665,7532,1,74,74,1219395.84798
26308638.2,20.778577,45,1.092792,7533,1,45,45,935.0359649999999
26323461.42,11.044334,5,0.515195,7534,1,5,5,55.221669999999996
26332152.49,52.058029,12,0.74903,7535,1,12,12,624.696348
26335493.68,19304.2109,13,0.860348,7536,1,13,13,250954.74169999998
26338814.52,11.678253,2,1.32607,7537,1,2,2,23.356506
26340738.99,148594.4092,2,1.060877,7538,1,2,2,297188.8184
26346751.04,12791.33118,88,0.044844,7539,1,88,88,1125637.14384
26347452.16,4.992994,3,0.292185,7540,1,3,3,14.978982000000002
26353750.61,72.0268,10,1.395514,7541,1,10,10,720.2679999999999
26356442.04,9.255866,3,0.04802,7542,1,3,3,27.767598
26356925.34,890.438889,16,1.995591,7543,1,16,16,14247.022224
26363830.18,8685.403924,46,0.572218,7544,1,46,46,399528.580504
26365047.18,1903.306846,24,1.398664,7545,1,24,24,45679.364304
26365602.59,3969.612357,11,0.18796,7546,1,11,11,43665.735927
26366304.95,108.334939,56,0.6338,7547,1,56,56,6066.756584000001
26368755.6,150888.7566,2,1.457695,7548,1,2,2,301777.5132
26370851.39,12457.61833,3,0.313783,7549,1,3,3,37372.85499
26375226.78,180.470749,3,0.270035,7550,1,3,3,541.412247
26379733.49,354474.041,2,1.958625,7551,1,2,2,708948.082
26381935.14,316141.594,2,0.109522,7552,1,2,2,632283.188
26383081.09,553049.508,3,1.222902,7553,1,3,3,1659148.5240000002
26389939.46,13.160753,78,0.35283,7554,1,78,78,1026.538734
26390847.42,70859.94736,8,1.965695,7555,1,8,8,566879.57888
26402881.28,123.953018,3,0.40419,7556,1,3,3,371.859054
26403852.27,2255.655653,3,1.603463,7557,1,3,3,6766.966958999999
26404707.24,308.592823,4,1.677894,7558,1,4,4,1234.371292
26410085.57,7077.586178,4,0.79498,7559,1,4,4,28310.344712
26412872.83,5249.295956,4,0.834273,7560,1,4,4,20997.183824
26420511.79,40.788707,8,1.092251,7561,1,8,8,326.309656
26424490.3,9229.567011,8,0.990295,7562,1,8,8,73836.536088
26425093.91,99.56363,4,0.167588,7563,1,4,4,398.25452
26426277.74,508791.0982,6,1.999118,7564,1,6,6,3052746.5892000003
26427165.87,58.078299,4,0.070412,7565,1,4,4,232.313196
26430075.02,2525.724909,2,1.420596,7566,1,2,2,5051.449818
26430595.09,274994.942,2,0.598518,7567,1,2,2,549989.884
26435289.12,16253.60259,71,1.396324,7568,1,71,71,1154005.78389
26436406.51,5392.683933,6,1.963678,7569,1,6,6,32356.103598
26439435.88,46297.71252,10,1.612152,7570,1,10,10,462977.1252
26445145.76,9664.394506,60,0.915918,7571,1,60,60,579863.67036
26447443.66,726680.1319,2,1.329683,7572,1,2,2,1453360.2638
26468416.01,4506.661727,7,0.183596,7573,1,7,7,31546.632089
26469228.05,398.760672,8,1.475745,7574,1,8,8,3190.085376
26471263.81,1885.631085,15,1.84597,7575,1,15,15,28284.466275
26476670.42,348.972827,2,1.401818,7576,1,2,2,697.945654
26477309.53,760507.7082,27,1.477683,7577,1,27,27,20533708.1214
26481011.91,105.261221,4,0.89259,7578,1,4,4,421.044884
26481590.42,1535.678877,8,0.542087,7579,1,8,8,12285.431016
26486121.74,7.217996,56,1.432475,7580,1,56,56,404.207776
26486329.39,134.817621,4,1.062225,7581,1,4,4,539.270484
26487523.44,91758.71346,12,1.697824,7582,1,12,12,1101104.56152
26488831.15,38942.87843,5,0.83261,7583,1,5,5,194714.39214999997
26490113.7,119266.3731,21,1.873808,7584,1,21,21,2504593.8351
26491911.9,162116.8819,20,0.087484,7585,1,20,20,3242337.6380000003
26497565.21,243.00865,2,0.179236,7586,1,2,2,486.0173
26497859.18,4.666753,4,0.367157,7587,1,4,4,18.667012
26500254.91,742846.7415,4,0.083176,7588,1,4,4,2971386.966
26501258.54,75184.81485,7,0.177343,7589,1,7,7,526293.70395
26501850.35,155041.4841,60,1.039671,7590,1,60,60,9302489.046
26509389.11,15.189063,10,1.543446,7591,1,10,10,151.89063000000002
26511431.27,2127211.312,9,1.349068,7592,1,9,9,19144901.808
26513785.14,11508.79356,2,1.629767,7593,1,2,2,23017.58712
26515268.12,248.258934,21,1.918336,7594,1,21,21,5213.437614
26518349.64,57126.39619,2,1.673093,7595,1,2,2,114252.79238
26523427.81,38412.56415,14,0.279105,7596,1,14,14,537775.8981
26527671.02,103.115729,5,1.594686,7597,1,5,5,515.578645
26530248.47,410.400592,89,1.907391,7598,1,89,89,36525.652688
26540420.27,1860.448877,17,0.288837,7599,1,17,17,31627.630909
26543620.01,196531.9503,15,0.139491,7600,1,15,15,2947979.2545
26543783.08,2461.534198,9,0.084255,7601,1,9,9,22153.807782
26548431.75,137.093206,90,1.683149,7602,1,90,90,12338.38854
26554044.29,20.270564,21,1.032996,7603,1,21,21,425.681844
26555311.6,2994924.51,4,1.380606,7604,1,4,4,11979698.04
26559315.38,93423.13862,7,1.877663,7605,1,7,7,653961.97034
26560621.63,329.372605,22,0.564755,7606,1,22,22,7246.1973100000005
26563455.43,80.531662,55,1.818287,7607,1,55,55,4429.24141
26568899.25,33.00454,13,0.418264,7608,1,13,13,429.05902
26569011.95,881.861105,2,1.274144,7609,1,2,2,1763.72221
26577550.41,303.67046,63,0.749549,7610,1,63,63,19131.23898
26578049.97,44969.5133,32,0.552677,7611,1,32,32,1439024.4256
26579522.16,1972812.434,79,0.68358,7612,1,79,79,155852182.28599998
26582928.29,164922.9905,9,0.533143,7613,1,9,9,1484306.9145000002
26583877.66,2248.99778,50,0.630334,7614,1,50,50,112449.88900000001
26584319.78,154.106304,2,0.064572,7615,1,2,2,308.212608
26598047.09,15.586128,4,1.87693,7616,1,4,4,62.344512
26602545.13,217001.105,3,0.083318,7617,1,3,3,651003.3150000001
26603255.99,48450.27671,2,1.56779,7618,1,2,2,96900.55342
26607557.4,27.778847,41,1.547264,7619,1,41,41,1138.9327269999999
26609847.46,5102.408334,59,0.769999,7620,1,59,59,301042.091706
26611696.78,120.800033,2,1.364496,7621,1,2,2,241.600066
26621864.71,51700.51833,7,0.6131,7622,1,7,7,361903.62831
26622193.68,9727.567176,8,0.189671,7623,1,8,8,77820.537408
26624430.22,939036.7091,5,1.142296,7624,1,5,5,4695183.5455
26627999.14,480622.5558,47,0.365928,7625,1,47,47,22589260.1226
26632422.94,51347.77448,3,0.367429,7626,1,3,3,154043.32344
26645867.27,137080.5053,5,0.30939,7627,1,5,5,685402.5264999999
26647367.43,54.611385,3,0.133466,7628,1,3,3,163.834155
26648162.59,2362190.023,2,0.481948,7629,1,2,2,4724380.046
26649307.27,128579.2555,83,0.080318,7630,1,83,83,10672078.2065
26650672.0,771.151488,3,1.060265,7631,1,3,3,2313.454464
26651295.31,236348.6129,4,0.014002,7632,1,4,4,945394.4516
26654763.58,4.434829,32,1.443103,7633,1,32,32,141.914528
26660028.16,526.168622,6,0.752885,7634,1,6,6,3157.011732
26660369.19,32.957751,7,0.007058,7635,1,7,7,230.704257
26662879.44,69995.82221,3,0.936451,7636,1,3,3,209987.46662999998
26665164.6,22.250383,3,1.438861,7637,1,3,3,66.751149
26666190.38,6785.670134,9,0.056578,7638,1,9,9,61071.031206
26668747.36,756.834408,15,0.493184,7639,1,15,15,11352.51612
26669642.18,1986.893977,10,0.329966,7640,1,10,10,19868.93977
26669897.06,8.134943,2,0.688973,7641,1,2,2,16.269886
26672842.01,311916.8109,37,1.220027,7642,1,37,37,11540922.0033
26674847.17,18.028155,8,1.450426,7643,1,8,8,144.22524
26682305.17,2068.917776,7,1.205694,7644,1,7,7,14482.424431999998
26682423.39,9.495743,57,1.11468,7645,1,57,57,541.257351
26696906.14,298.229819,37,1.013404,7646,1,37,37,11034.503303000001
26698458.74,1289.478669,13,1.312968,7647,1,13,13,16763.222697
26699998.31,9.907312,16,0.883116,7648,1,16,16,158.516992
26700323.69,3.170709,41,0.708315,7649,1,41,41,129.999069
26701701.73,2114.393156,3,0.154673,7650,1,3,3,6343.179468
26702955.38,5.530377,3,1.188132,7651,1,3,3,16.591130999999997
26705462.81,14396.19182,67,0.567197,7652,1,67,67,964544.85194
26708419.74,1136658.889,13,1.991001,7653,1,13,13,14776565.557
26712248.41,21421.29126,21,1.889687,7654,1,21,21,449847.11646000005
26715785.29,439658.7913,2,0.374467,7655,1,2,2,879317.5826
26716506.59,470466.4248,22,0.024639,7656,1,22,22,10350261.3456
26717480.44,58116.15014,83,1.827157,7657,1,83,83,4823640.46162
26719359.24,785.1789,62,1.030621,7658,1,62,62,48681.0918
26731539.36,1485593.045,16,1.165785,7659,1,16,16,23769488.72
26737351.66,1018518.787,14,1.70993,7660,1,14,14,14259263.018
26738815.45,61.534384,26,1.481527,7661,1,26,26,1599.893984
26739081.55,6612.315976,4,1.216056,7662,1,4,4,26449.263904
26744637.51,474.04861,4,0.369633,7663,1,4,4,1896.19444
26746533.18,129931.7941,22,0.988488,7664,1,22,22,2858499.4702
26750070.51,4406.783398,3,1.94071,7665,1,3,3,13220.350193999999
26756340.97,27.333493,2,1.484803,7666,1,2,2,54.666986
26756768.49,773.002183,3,1.202295,7667,1,3,3,2319.0065489999997
26758346.79,4597.787237,23,1.801556,7668,1,23,23,105749.10645099999
26763040.83,12.693132,10,1.072212,7669,1,10,10,126.93132
26763917.38,15.147976,2,0.911542,7670,1,2,2,30.295952
26767677.54,260606.1623,2,1.132793,7671,1,2,2,521212.3246
26772610.33,78486.14357,72,0.53255,7672,1,72,72,5651002.33704
26772748.17,24.414082,51,0.384769,7673,1,51,51,1245.118182
26787727.12,299612.3956,4,1.414869,7674,1,4,4,1198449.5824
26790789.53,2076748.23,43,1.829999,7675,1,43,43,89300173.89
26798142.88,45533.5722,17,0.355396,7676,1,17,17,774070.7274000001
26803253.61,3996.759256,78,0.731775,7677,1,78,78,311747.221968
26804233.7,14173.69969,40,1.404231,7678,1,40,40,566947.9876
26808549.02,30329.32202,2,0.326491,7679,1,2,2,60658.64404
26809425.34,35.057539,22,0.114315,7680,1,22,22,771.265858
26812509.04,2132.64665,47,0.490531,7681,1,47,47,100234.39255
26816116.25,489.143557,2,1.950028,7682,1,2,2,978.287114
26821263.4,52.332297,2,0.389218,7683,1,2,2,104.664594
26827976.85,1617798.12,3,1.922478,7684,1,3,3,4853394.36
26838081.51,98.334912,5,0.161338,7685,1,5,5,491.67456000000004
26844243.67,455834.5773,15,1.708685,7686,1,15,15,6837518.6595
26846834.76,122.809231,6,0.653914,7687,1,6,6,736.855386
26847722.19,39344.07728,53,1.710065,7688,1,53,53,2085236.0958399998
26850721.21,9.548824,49,0.968943,7689,1,49,49,467.892376
26853627.44,19099.78759,3,1.228711,7690,1,3,3,57299.36277
26854077.63,32982.95395,45,0.387236,7691,1,45,45,1484232.92775
26858816.91,474.01941,16,1.695316,7692,1,16,16,7584.31056
26861070.2,267.460187,9,1.823034,7693,1,9,9,2407.1416830000003
26861077.93,41943.44804,5,1.752952,7694,1,5,5,209717.2402
26861116.27,192.376463,17,1.70351,7695,1,17,17,3270.399871
26861472.47,159.883145,7,0.260158,7696,1,7,7,1119.182015
26879850.07,3.394523,13,1.694863,7697,1,13,13,44.128799
26883822.77,12.740605,13,1.856051,7698,1,13,13,165.627865
26884665.46,1601.875952,4,0.541322,7699,1,4,4,6407.503808
26884938.53,125.289432,2,0.513223,7700,1,2,2,250.578864
26886767.29,91.287908,8,0.433091,7701,1,8,8,730.303264
26891918.34,15.771015,6,1.28359,7702,1,6,6,94.62609
26896306.98,24142.70004,4,1.706878,7703,1,4,4,96570.80016
26899006.48,33.318914,15,0.054832,7704,1,15,15,499.78371
26901089.19,241464.0706,13,1.649352,7705,1,13,13,3139032.9178
26901394.01,100195.1984,5,1.932304,7706,1,5,5,500975.99199999997
26903832.72,6990.947882,4,1.881599,7707,1,4,4,27963.791528
26907500.27,31.347002,56,1.464789,7708,1,56,56,1755.432112
26914273.89,3.755895,8,0.802778,7709,1,8,8,30.04716
26914445.9,481146.151,2,1.100353,7710,1,2,2,962292.302
26921199.31,12.082604,24,1.393749,7711,1,24,24,289.98249599999997
26922041.02,15089.06099,21,0.274083,7712,1,21,21,316870.28079
26923384.33,20072.27374,2,1.863253,7713,1,2,2,40144.54748
26923707.88,148.390871,29,1.609939,7714,1,29,29,4303.335259
26925766.89,1588066.449,2,0.022506,7715,1,2,2,3176132.898
26926138.89,1956668.291,3,1.882926,7716,1,3,3,5870004.873
26934119.52,9.835462,16,1.606679,7717,1,16,16,157.367392
26936277.15,10750.11223,6,0.424944,7718,1,6,6,64500.67338000001
26936366.72,733854.2573,6,0.223258,7719,1,6,6,4403125.5438
26936605.3,4.128426,2,1.354031,7720,1,2,2,8.256852
26944057.03,74.230177,33,0.293866,7721,1,33,33,2449.595841
26951289.76,5.66153,3,0.674083,7722,1,3,3,16.98459
26952442.12,1327.317112,2,0.66364,7723,1,2,2,2654.634224
26952988.81,537532.0765,42,0.500279,7724,1,42,42,22576347.213
26955033.58,68.263185,81,1.830843,7725,1,81,81,5529.317985
26955814.07,401997.0899,6,1.808135,7726,1,6,6,2411982.5394
26961650.92,4.066426,31,1.926424,7727,1,31,31,126.05920599999999
26961654.14,10.289804,3,0.408389,7728,1,3,3,30.869412
26967234.12,1114166.091,49,0.548151,7729,1,49,49,54594138.459
26975069.93,17.9958,2,1.871552,7730,1,2,2,35.9916
26980555.03,2795.348929,16,0.364534,7731,1,16,16,44725.582864
26980770.1,2529879.664,4,0.598928,7732,1,4,4,10119518.656
26981623.59,2603.588805,60,1.079511,7733,1,60,60,156215.3283
26990589.54,5373.87239,12,0.581419,7734,1,12,12,64486.468680000005
26990716.44,2813.265787,20,1.656291,7735,1,20,20,56265.31574
26991007.0,1299466.53,57,0.089011,7736,1,57,57,74069592.21000001
26995514.97,99.184527,6,1.755873,7737,1,6,6,595.107162
26996432.51,260671.8956,7,0.049862,7738,1,7,7,1824703.2692
27000614.38,225515.6232,16,0.417146,7739,1,16,16,3608249.9712
27010773.34,157.361089,54,1.185407,7740,1,54,54,8497.498806
27012387.1,6911.500189,2,0.589718,7741,1,2,2,13823.000378
27013018.79,59.472591,5,1.458741,7742,1,5,5,297.362955
27018839.16,3.153355,10,1.098703,7743,1,10,10,31.533549999999998
27019036.67,248.867255,24,0.720697,7744,1,24,24,5972.81412
27019740.39,29545.50628,2,0.84268,7745,1,2,2,59091.01256
27022170.62,2227.898372,3,0.768076,7746,1,3,3,6683.695116000001
27023265.13,3.610756,17,1.596445,7747,1,17,17,61.382852
27039236.98,19730.15286,11,0.657848,7748,1,11,11,217031.68146
27040092.11,3969.983732,6,0.586666,7749,1,6,6,23819.902392
27044966.48,82.3082,6,1.892768,7750,1,6,6,493.8492
27046077.44,122054.5065,4,1.754707,7751,1,4,4,488218.026
27053184.83,552.254967,20,0.569746,7752,1,20,20,11045.099339999999
27054288.36,3.711051,33,0.707287,7753,1,33,33,122.464683
27063059.34,471.971151,8,1.207318,7754,1,8,8,3775.769208
27063803.58,642.211119,3,0.345951,7755,1,3,3,1926.6333570000002
27068285.71,1027.143494,63,1.320889,7756,1,63,63,64710.04012199999
27070589.98,654.782146,2,1.55227,7757,1,2,2,1309.564292
27074620.18,886884.5186,18,1.949616,7758,1,18,18,15963921.3348
27077820.28,52885.01559,3,0.343193,7759,1,3,3,158655.04677000002
27091484.83,100.038427,7,0.931374,7760,1,7,7,700.268989
27099062.73,134.115381,3,0.646845,7761,1,3,3,402.34614300000004
27099348.45,12516.00164,50,1.677647,7762,1,50,50,625800.082
27104434.23,417.037369,19,0.723895,7763,1,19,19,7923.710011
27104754.17,36393.52486,2,1.104339,7764,1,2,2,72787.04972
27109900.68,1660500.068,5,0.869145,7765,1,5,5,8302500.34
27112993.94,1661.045827,6,1.664699,7766,1,6,6,9966.274962
27118098.58,1541977.763,3,0.945902,7767,1,3,3,4625933.289
27119654.97,719.796672,50,1.011642,7768,1,50,50,35989.8336
27126786.69,85768.53841,15,1.553233,7769,1,15,15,1286528.0761499999
27127935.65,43262.87612,33,1.512633,7770,1,33,33,1427674.91196
27130894.37,2638553.199,3,1.564601,7771,1,3,3,7915659.597
27134916.89,44.409651,51,1.380609,7772,1,51,51,2264.8922009999997
27135722.34,1095240.397,80,1.973969,7773,1,80,80,87619231.76
27140672.67,18228.18187,35,0.221025,7774,1,35,35,637986.36545
27154043.65,83.937684,51,1.219054,7775,1,51,51,4280.821884
27154147.34,289.135195,24,1.494335,7776,1,24,24,6939.24468
27154340.14,34.134428,2,0.27696,7777,1,2,2,68.268856
27156834.89,1644.825418,2,0.724388,7778,1,2,2,3289.650836
27162863.42,26.167486,2,0.298683,7779,1,2,2,52.334972
27165571.87,686.763458,32,0.496183,7780,1,32,32,21976.430656
27165931.27,127.373829,29,1.545214,7781,1,29,29,3693.841041
27166900.15,92170.82815,3,0.924681,7782,1,3,3,276512.48445
27171180.78,877.980171,20,0.724364,7783,1,20,20,17559.60342
27172831.88,411111.482,2,1.547179,7784,1,2,2,822222.964
27179568.57,1649748.502,6,0.419845,7785,1,6,6,9898491.012
27181903.61,33054.43104,10,0.562104,7786,1,10,10,330544.3104
27181930.45,38.220253,3,1.466605,7787,1,3,3,114.660759
27191379.41,2745.611053,24,0.548303,7788,1,24,24,65894.665272
27197176.67,7930.602866,6,1.709463,7789,1,6,6,47583.617196
27197511.55,2284.193218,34,1.818005,7790,1,34,34,77662.569412
27197536.38,6.324184,3,0.723442,7791,1,3,3,18.972552
27201709.76,561783.3919,67,1.585614,7792,1,67,67,37639487.257300004
27202273.25,164908.8265,5,0.075796,7793,1,5,5,824544.1325
27206549.59,12.791013,2,1.983928,7794,1,2,2,25.582026
27206685.2,37.33161,71,0.646382,7795,1,71,71,2650.5443099999998
27207153.27,75.015299,11,1.308278,7796,1,11,11,825.168289
27208090.02,24184.46306,3,1.931837,7797,1,3,3,72553.38918
27210812.76,124.079771,53,0.781535,7798,1,53,53,6576.227863
27222352.85,86.066509,45,0.74765,7799,1,45,45,3872.992905
27225872.53,31858.49065,6,0.746164,7800,1,6,6,191150.9439
27226819.21,315.610758,44,1.414663,7801,1,44,44,13886.873351999999
27227279.47,9740.009874,55,0.779209,7802,1,55,55,535700.54307
27239474.5,25.471468,54,0.448706,7803,1,54,54,1375.459272
27239874.44,39354.25996,6,1.547229,7804,1,6,6,236125.55976000003
27242671.44,233143.184,5,0.587487,7805,1,5,5,1165715.92
27244488.54,28113.2748,46,1.954415,7806,1,46,46,1293210.6408
27246837.43,87166.01494,6,0.699454,7807,1,6,6,522996.08963999996
27259838.9,69.422616,2,1.827175,7808,1,2,2,138.845232
27264479.27,1496134.715,32,0.293505,7809,1,32,32,47876310.88
27264888.49,5.11104,46,0.553366,7810,1,46,46,235.10784
27265167.56,71226.53425,17,0.474562,7811,1,17,17,1210851.08225
27265919.7,311427.2641,21,1.313111,7812,1,21,21,6539972.546099999
27267126.19,30.208948,12,0.146302,7813,1,12,12,362.507376
27267147.35,11.574204,29,0.044316,7814,1,29,29,335.65191599999997
27270732.09,160.192593,74,0.253604,7815,1,74,74,11854.251881999999
27278044.59,3.747653,9,1.945553,7816,1,9,9,33.728877000000004
27282441.28,767938.2838,2,1.810089,7817,1,2,2,1535876.5676
27294033.52,58735.35841,77,1.424476,7818,1,77,77,4522622.59757
27294934.94,1023.494414,12,0.638741,7819,1,12,12,12281.932968000001
27305415.41,233.785346,15,1.582377,7820,1,15,15,3506.78019
27307192.33,23.672635,17,1.10987,7821,1,17,17,402.434795
27317330.9,36946.66116,4,1.051287,7822,1,4,4,147786.64464
27319204.63,228930.4399,12,1.202841,7823,1,12,12,2747165.2788
27320552.49,21125.16101,7,1.286237,7824,1,7,7,147876.12707
27321364.61,962.854242,32,0.651217,7825,1,32,32,30811.335744
27326034.05,550.975717,2,1.703115,7826,1,2,2,1101.951434
27329374.88,1607.919073,5,0.009796,7827,1,5,5,8039.595365
27331212.37,6.850136,22,1.762958,7828,1,22,22,150.702992
27335024.68,1938.874484,6,1.761762,7829,1,6,6,11633.246904
27342794.13,7217.706343,24,1.064328,7830,1,24,24,173224.952232
27352977.67,272.103098,17,1.645708,7831,1,17,17,4625.752665999999
27356607.13,9.731448,2,0.801313,7832,1,2,2,19.462896
27362374.59,162237.5594,6,1.011507,7833,1,6,6,973425.3563999999
27365609.09,11.379259,46,0.159339,7834,1,46,46,523.445914
27368523.29,953.706119,8,1.653956,7835,1,8,8,7629.648952
27370870.74,1315115.574,47,0.427988,7836,1,47,47,61810431.978
27380756.97,124.11449,36,1.353751,7837,1,36,36,4468.12164
27383611.36,4.535331,3,0.931134,7838,1,3,3,13.605993000000002
27391256.46,27612.02468,3,0.999279,7839,1,3,3,82836.07403999999
27411296.75,757587.2159,4,1.702801,7840,1,4,4,3030348.8636
27416333.77,156.918794,6,1.356823,7841,1,6,6,941.512764
27417655.51,41.054634,2,1.079346,7842,1,2,2,82.109268
27419982.5,12271.75293,21,0.607331,7843,1,21,21,257706.81153
27420936.05,93615.13038,4,1.871606,7844,1,4,4,374460.52152
27422007.88,5.786445,50,1.89898,7845,1,50,50,289.32225
27434358.47,1692990.872,8,0.574141,7846,1,8,8,13543926.976
27437412.63,4290.128603,2,1.610246,7847,1,2,2,8580.257206
27443014.25,2703.305077,6,0.492855,7848,1,6,6,16219.830462
27443829.33,114992.4973,17,0.922675,7849,1,17,17,1954872.4541
27444187.03,65.600983,38,0.414471,7850,1,38,38,2492.837354
27458333.99,1467984.679,3,1.76756,7851,1,3,3,4403954.0370000005
27459327.92,970640.5763,45,0.386966,7852,1,45,45,43678825.9335
27460836.08,14384.14615,26,1.474663,7853,1,26,26,373987.7999
27461113.77,1374022.361,59,0.625221,7854,1,59,59,81067319.299
27461354.38,12.740808,70,1.121161,7855,1,70,70,891.85656
27479098.01,1872.843113,35,1.626814,7856,1,35,35,65549.508955
27479295.31,310454.0012,16,0.29974,7857,1,16,16,4967264.0192
27481678.66,833217.979,17,0.698213,7858,1,17,17,14164705.643000001
27482341.31,3167721.197,24,1.098274,7859,1,24,24,76025308.728
27489740.03,2137.883201,21,0.047558,7860,1,21,21,44895.547221
27490278.5,1799293.533,55,1.600135,7861,1,55,55,98961144.315
27493025.85,221035.7966,83,0.483461,7862,1,83,83,18345971.1178
27494522.0,40.202846,8,0.527032,7863,1,8,8,321.622768
27500806.05,130065.2478,3,1.583509,7864,1,3,3,390195.7434
27504633.27,16274.99217,2,0.076329,7865,1,2,2,32549.98434
27505199.61,26.895412,18,1.045369,7866,1,18,18,484.117416
