S_time,R_time,Processors,sigma
5684138.658,379767.9018,19,1.835721
5686519.992,39241.30989,5,0.132146
5689619.316,822996.2541,39,0.243723
5696933.447,852.905463,4,0.351239
5701339.402,8188.532423,7,1.124486
5708629.414,64.252324,4,0.213703
5720750.003,478813.949,73,1.369732
5733348.109,41.931338,8,0.68686
5734234.518,107341.2844,3,1.17102
5739009.69,56469.51996,4,1.119673
5741196.685,364411.7274,8,1.903046
5743267.752,8.501474,17,1.626717
5744355.914,374807.6867,2,1.367581
5745033.55,58579.29536,26,0.569545
5745123.411,6.923255,38,0.262176
5746444.244,633.557275,5,1.933977
5751455.027,3166.570845,35,1.380259
5757214.231,86.734556,11,1.632553
5758412.509,6105.13575,58,1.505071
5761364.167,8981.221473,70,0.294731
5761376.08,16.339092,63,1.60988
5763356.999,2703.128694,18,1.840007
5765237.442,26.741762,75,0.739872
5768348.098,7353.575758,2,1.873386
5775080.331,23725.82995,65,0.088688
5781520.17,2150.445903,81,0.199918
5782150.387,11.485447,29,1.510412
5782167.136,262.06065,6,1.266455
5782744.518,60.539749,7,1.608901
5787625.508,58.725266,2,0.671614
5789869.579,2392.193427,36,0.901606
5795574.21,14111.61739,90,0.336909
5797249.699,3.128048,38,0.720854
5798461.234,420.997936,2,0.194323
5802417.374,1510017.843,3,1.440245
5803234.039,2051150.509,77,1.876977
5810816.528,1888.723515,34,1.819462
5814921.153,12.777013,11,0.611488
5820027.15,1135890.254,4,0.071459
5831825.07,90544.55235,18,0.227088
5833440.994,1265.256214,34,1.667707
5835636.511,17776.05027,2,0.990625
5838628.558,14204.97031,2,0.413101
5838838.925,3826.038475,17,0.928205
5839223.971,47136.11198,29,0.342025
5851621.8,51.754836,9,1.336988
5855680.34,187.299993,30,0.191091
5856016.224,18570.80145,31,0.058952
5859991.447,1632.841354,27,0.692965
5864812.864,164.172273,3,1.746595
5864833.059,131165.0145,8,1.47663
5870850.008,127797.1838,2,1.301163
5873533.418,1941635.905,28,0.43217
5874043.199,16.863928,22,1.23998
5874779.673,1409486.898,16,1.083128
5879386.992,181829.7457,14,0.881125
5883293.667,1265.114761,8,1.545746
5886721.947,1646845.42,69,1.036642
5890137.402,2518184.307,13,0.21567
5891792.444,2206184.3,5,0.615917
5894384.969,15.350965,11,0.163865
5895088.491,380.803656,8,0.781999
5902575.513,63818.07499,3,1.101442
5905795.278,1144839.658,8,0.673496
5916868.732,59605.39221,7,1.210866
5918526.402,70.703253,36,1.885745
5921868.371,1002.061371,19,1.828722
5925930.326,78253.92999,46,1.525551
5927499.689,611188.8512,44,1.722186
5931372.091,108.283402,5,1.538904
5932160.592,236601.1359,4,0.443056
5939366.742,368173.7774,19,1.835723
5945359.109,197.10585,3,1.663444
5946583.145,22.017285,71,1.104208
5955876.822,41.778743,35,1.817535
5961222.286,81.864538,5,1.140431
5961577.072,497.715087,40,0.419605
5966623.569,321.296778,7,1.757479
5971932.124,6.702796,13,0.843389
5972840.481,17.162538,2,1.434799
5973059.69,168814.824,50,1.44905
5973359.613,1422152.066,67,0.451989
5973572.6,18.076749,52,1.518161
5976223.73,3007391.886,21,1.798657
5976479.503,15.31066,66,0.968609
5977170.601,103.636904,20,1.705903
5980909.642,181347.9771,31,0.417768
5983656.16,17.392703,8,0.776025
5983773.21,289.566079,9,1.689951
5984462.305,230.158855,2,0.991406
5984624.443,1102.995202,5,1.770138
5985118.983,54236.24318,3,1.064048
5992064.358,566620.5568,5,1.790443
5992563.365,388.320949,3,0.646346
5994573.466,169.381545,2,0.086327
6001083.728,491556.8426,8,0.472236
6002537.579,42.48539,35,1.975132
6003812.471,436945.4592,34,1.715126
6007581.832,2997946.003,4,1.377995
6011299.656,6779.846373,3,1.106396
6011381.989,14.802483,3,0.08637
6015530.753,46.742205,2,1.502536
6018891.937,897.522256,17,0.330787
6020134.6,460065.1705,4,0.961687
6021688.664,266945.5171,25,1.802641
6023472.574,90.837262,2,1.676168
6023676.839,248833.669,61,0.223825
6032878.974,972.767815,2,0.185861
6035370.91,2182.166984,14,0.226676
6035459.508,244043.924,10,0.45555
6040817.342,521196.417,2,1.850224
6042467.432,4395.946812,2,1.374135
6043188.449,19116.99878,3,1.452723
6054857.224,196188.5134,3,0.181071
6058772.225,9470.711023,6,1.804597
6078050.362,592910.7823,10,1.004571
6078825.87,64068.64459,80,1.828787
6079864.957,5248.245142,3,1.51332
6082082.855,8255.286618,47,1.412553
6083883.751,89768.07854,2,1.508541
6083939.011,9.041381,7,0.697645
6091809.355,404.607941,48,1.221426
6091937.87,910.872747,14,1.873325
6097302.53,37596.42983,49,0.762064
6105814.811,937051.5678,2,1.882386
6109995.122,5278.874902,6,0.789864
6115786.561,584.174057,6,1.202421
6119416.437,54631.92667,2,0.423211
6119647.411,34.366685,27,1.016069
6129876.846,68994.45778,36,1.831484
6135054.13,3.112246,2,0.462828
6136663.894,4930.766753,9,1.975523
6137560.124,35.36846,4,0.288659
6149260.853,3009.061599,9,0.231159
6150035.223,6.134698,54,1.056444
6150048.625,9696.351578,4,1.573977
6153370.448,3.608215,10,0.797991
6156203.431,4.490105,34,1.849621
6157421.846,49104.94362,3,0.023301
6157517.683,5.723214,5,0.914385
6168085.918,108.196666,3,1.864517
6168983.318,1208575.665,6,0.109668
6169490.853,1364.687111,27,0.728161
6169585.048,225152.1887,50,1.501265
6170010.852,1687.661012,7,0.158306
6174538.456,6.184971,11,1.224156
6175904.585,29051.45159,32,1.778139
6177967.076,29770.30087,11,1.841241
6182992.967,164727.6796,3,1.929943
6183005.947,1386459.302,75,1.728983
6184303.681,100411.6786,2,0.238691
6186016.595,697.913419,53,0.25042
6189298.598,205115.7046,20,0.313866
6194035.036,58151.1788,5,1.555379
6203364.747,3.646047,7,0.451515
6205354.054,65.730178,63,1.043262
6207097.908,56.102126,44,1.501287
6208521.471,461.580066,26,1.090381
6209636.778,1324721.134,4,0.780705
6209713.605,24218.09204,37,0.660148
6212630.71,766.946697,8,1.697401
6215671.278,943.229013,46,0.670147
6215912.498,1445031.03,2,1.538158
6218499.267,1245.38191,2,0.395821
6220635.508,1136014.303,62,1.65984
6238567.937,226959.6227,76,1.615838
6241881.791,85.308343,12,1.650222
6248233.894,87.85987,10,0.016143
6251106.429,1443066.221,11,1.16877
6256524.109,6.940691,2,0.530691
6263832.002,223408.7088,3,0.073223
6266271.299,5.412881,8,0.915921
6268149.986,375049.3597,2,0.240298
6274111.941,150.529957,61,1.367579
6276595.383,16.415405,3,0.019029
6276806.701,64.510903,32,0.170108
6289636.55,53.929392,4,0.414691
6289889.729,53275.55862,4,0.749822
6296810.158,1825799.487,2,0.456658
6298177.383,883.590214,6,1.175348
6299680.278,8.866473,3,1.761008
6299964.673,273970.7095,5,1.377093
6300767.563,61095.66055,2,0.174366
6304337.331,3.805961,17,1.291533
6305173.098,159989.5222,5,1.585531
6308126.831,2012.370962,7,1.576482
6310452.272,1320.254541,2,1.455979
6315708.137,25061.93092,2,1.058702
6326381.914,269.422572,2,0.322444
6326477.629,4144.564313,7,1.195601
6327169.88,628.983982,72,0.339792
6327311.546,12273.3258,19,0.7608
6328547.718,742773.9578,41,1.670144
6335331.119,6.563191,4,0.565399
6337058.133,292.411665,60,1.321977
6341029.262,20144.5785,2,1.495326
6347068.057,8000.443213,17,0.251124
6347873.98,9.88005,5,0.877861
6349008.392,21.079627,6,1.09284
6349075.568,43405.86551,2,0.503786
6350756.605,473629.4471,4,1.052784
6351569.653,385715.5087,3,1.605279
6354871.663,2452722.497,3,0.007598
6355243.62,195238.0313,3,0.468673
6356708.575,1783692.702,6,0.032476
6360348.813,3141631.084,3,0.766653
6366652.347,3.02445,2,0.929977
6368250.541,106.637406,6,1.57598
6368366.981,34.461426,2,0.257024
6375125.503,4.383272,82,0.668649
6380515.289,2886518.726,3,1.178624
6381655.675,1440537.19,2,1.825598
6386437.51,8.699825,5,0.727048
6386996.016,3075333.436,37,0.450175
6387530.045,43.424221,75,1.793411
6394415.563,5.263963,5,0.230472
6396140.131,287.168657,6,1.655143
6399575.144,6139.853494,48,0.755012
6405494.655,19342.52726,12,1.01556
6414323.315,445.247109,87,1.75546
6415217.217,82850.67081,33,1.465754
6423320.48,547429.9416,21,0.891347
6433937.035,6.468066,5,0.826559
6439023.829,167740.1581,7,0.181379
6439420.265,134.484436,36,0.860449
6440244.496,3577.197289,2,1.558835
6441361.385,6553.722234,2,1.005379
6442339.466,12643.95795,3,0.85593
6449088.227,2226.639165,2,0.917825
6449144.042,44640.32167,21,0.83067
6449755.815,216.46989,2,1.26757
6450377.065,1075.556238,4,1.955304
6451960.058,52925.34855,30,1.515496
6463035.932,3751.123525,38,0.398111
6463591.872,354.057407,7,1.907607
6467727.472,1379034.003,10,1.960415
6472224.702,264649.9795,20,0.660784
6475425.432,30.612075,52,1.293182
6484287.449,150.093722,46,1.668418
6494445.803,581817.6983,12,1.721222
6496909.133,60600.11792,7,1.818959
6502181.914,59.270884,16,1.426723
6502331.117,2782049.404,2,1.238207
6504984.51,3.861599,9,0.685929
6506591.028,1052.396516,71,0.957339
6506642.453,4943.736978,2,1.075008
6512138.764,4.592013,2,1.249048
6513033.623,377283.6149,3,0.756625
6516696.311,322.196807,12,0.726888
6517200.698,309213.6536,80,0.702142
6518764.5,2532826.839,15,1.169031
6519328.203,8272.266755,88,1.964377
6522639.314,41.324928,2,0.986291
6531525.201,122.164477,20,0.465424
6536866.187,9818.445977,83,1.52461
6537093.55,18437.99529,33,1.820902
6537274.777,6172.891229,76,1.088345
6540292.502,725.507561,24,0.827392
6541024.276,203560.8554,13,1.897024
6544406.261,4.340903,13,0.073296
6549927.507,100.419476,45,0.372642
6550761.617,16.623645,19,1.126153
6552421.754,3720.841154,14,1.162361
6553587.014,3.074279,8,0.8378
6554243.253,72.862126,3,0.787877
6556595.027,138808.5733,3,0.13838
6559271.915,135.694666,2,0.610453
6568216.126,10.829079,14,1.438189
6569897.09,338.956001,3,0.399283
6575104.158,1007931.35,64,1.351361
6578879.298,3311.081355,13,1.108174
6579920.472,7.227378,21,1.892362
6582477.122,895.861302,7,1.083945
6582973.932,16313.76981,38,0.901494
6585657.524,7.722394,22,1.261319
6587442.617,435526.5479,3,1.044034
6589739.313,469463.3986,2,0.161916
6589982.398,277712.2203,9,1.206555
6591703.798,9.55887,3,0.033432
6592094.384,650128.9136,3,1.402877
6593981.158,29.465834,7,0.519367
6595375.43,458855.9548,19,1.706349
6601336.98,517.114687,3,0.430654
6602807.669,23.462491,4,0.266699
6613784.819,92408.05899,43,0.443161
6616491.266,14.953034,19,1.407762
6616566.756,159.292684,83,0.762235
6617449.092,6.12356,7,0.852487
6618292.811,13842.48856,4,0.052161
6619407.024,39169.34386,79,0.000583
6620544.894,5.464391,13,1.111828
6624528.445,3.736752,6,1.925462
6630185.094,1445481.219,2,0.356926
6632263.047,1742246.584,6,1.909836
6636720.527,87856.6476,86,1.106182
6637454.244,145.847747,8,1.560509
6642111.14,3203.637845,5,1.642516
6643964.385,21.00929,2,1.935352
6644772.608,29.684738,2,1.596647
6648270.295,384.41122,4,1.480286
6649618.943,3.872335,2,1.333779
6650354.103,2274.653712,46,0.514804
6657449.694,4142.879321,31,0.906469
6658156.419,5.284211,9,1.779406
6660029.773,39681.60869,3,1.25619
6662331.232,3029349.637,42,1.629178
6669331.457,2865.875783,30,0.355855
6673253.311,2754817.658,18,0.350443
6673640.866,210.251297,32,1.30717
6681440.748,2063.637796,37,1.175892
6682183.549,32.797193,2,1.962427
6684439.552,3036.061186,36,0.706801
6686655.953,2631.994077,38,0.564617
6686774.849,13810.55157,19,1.207861
6687148.93,3074.14211,2,1.326796
6687729.279,133586.8496,17,1.29234
6687792.895,1656.125305,11,0.0485
6691654.582,6068.507904,67,0.249439
6696547.976,26653.02394,6,0.10285
6706725.106,3.847647,12,1.413938
6710640.519,13511.70928,2,0.825323
6715167.504,110.207938,2,1.789834
6718390.708,589902.4437,6,1.852836
6719190.341,106.114101,8,1.456082
6722851.54,2262127.604,2,1.476175
6722951.988,181316.5347,2,1.0293
6724375.32,351972.5799,2,1.57015
6727814.42,6.699771,10,0.822359
6730862.205,225496.4117,42,1.552963
6731955.847,8450.375778,87,0.358466
6735403.121,4678.293545,4,0.814021
6739622.252,579.277282,2,0.681404
6741655.806,3.231479,28,1.323833
6741707.579,4.852008,46,0.993602
6742481.28,985487.6793,4,1.260726
6742525.302,453.281049,4,1.955999
6744538.795,388.045833,2,1.668006
6748338.632,18.773265,2,0.789785
6760720.634,1694359.875,9,1.523045
6765304.146,96749.06941,19,0.232944
6773507.193,1035843.357,3,0.696635
6774083.519,319.392058,60,0.218299
6776874.653,33372.34049,20,1.035705
6779894.401,428578.2978,18,1.111351
6787626.035,10108.49203,3,1.17321
6788334.043,435013.7414,2,0.930591
6792132.18,7235.660665,55,0.986928
6795021.059,343.506689,4,0.690058
6797053.115,186128.973,2,0.4432
6798693.048,22519.7726,3,0.521305
6801763.228,509.408818,34,1.231446
6808934.106,1214.063791,39,0.440502
6809789.71,6860.623327,8,1.341907
6813292.458,13.346581,6,1.220412
6813895.697,31.131652,4,1.922722
6815928.732,10340.42598,2,1.446897
6821058.556,20.356067,3,0.022467
6827193.962,20.695872,3,1.965444
6835891.517,124593.1089,62,1.07944
6836014.099,880254.0785,12,0.712582
6836029.294,46.604693,22,0.483736
6845101.404,202151.7733,29,0.211523
6846932.86,316.593104,20,1.614119
6850002.051,2438704.054,9,1.199285
6850591.178,39328.48603,27,1.51997
6856921.056,71894.02015,2,1.411601
6858458.645,51525.58505,4,0.654547
6861337.377,793.761073,29,0.364496
6865946.663,140080.1571,45,1.854551
6871760.088,346.68432,13,1.347538
6874031.491,4033.607956,17,0.495258
6874618.022,898.409589,2,1.944813
6883194.214,15618.09052,40,0.728597
6884147.007,208385.9748,5,1.007646
6884708.636,133906.0628,31,1.386513
6888486.989,631792.0872,2,1.794883
6888555.984,1008.296183,2,1.207418
6892194.607,1536.50513,2,0.710982
6897940.187,1375.189358,2,0.019233
6898011.976,134257.0513,16,0.647419
6899842.735,34.098488,2,0.697753
6900883.55,42116.06066,30,1.561668
6905016.309,118276.7179,2,0.758176
6906417.088,77688.88445,39,1.490364
6911464.34,1369096.018,11,0.543238
6915302.13,98.618783,26,1.878795
6915331.827,4797.037426,30,0.071659
6917009.413,148459.4243,13,0.735362
6923598.75,34718.89641,5,0.307421
6924919.044,277776.1116,34,0.996529
6925405.809,80039.25924,10,0.793735
6928170.574,75796.81421,4,0.339141
6928815.919,28.16862,3,1.161334
6937667.287,47.392491,81,1.290596
6939860.166,192236.188,3,1.705057
6944156.352,5245.673155,33,0.148995
6947911.305,1502959.032,32,1.69112
6948807.234,188.382321,2,0.058436
6949861.934,467714.1957,17,1.876142
6950530.675,3.795223,18,1.599668
6956043.453,306.208402,8,0.889456
6959164.826,83411.8025,26,0.361485
6960131.445,4199.089575,30,1.052407
6968307.738,192.79125,20,0.331701
6975368.264,868464.6152,3,1.520434
6976980.256,10289.99574,48,0.537771
6979246.515,2193.614826,26,1.960275
6979600.506,663.557557,20,1.251473
6982262.175,619.750523,2,0.441009
6984991.571,243.255003,3,0.242531
6987152.769,101.150529,6,1.453108
6992282.307,423.974578,15,0.177978
6992337.699,14609.41387,2,1.404707
7006237.631,13620.87333,82,1.34742
7008330.711,20.871754,16,1.277144
7010578.416,11.305346,21,1.467347
7017002.064,130.613878,9,1.089767
7019537.543,141791.4515,5,0.163628
7019610.942,7.515959,9,0.157104
7029136.358,11.567306,6,0.088457
7030883.63,11348.81045,61,0.441057
7035441.35,94530.68185,5,1.892985
7037567.09,12.865244,30,0.025972
7038577.697,2961.65692,7,0.204667
7042925.147,9.316047,19,1.522306
7046012.579,291466.2166,4,1.572703
7058486.747,697.567878,9,1.876286
7059758.737,54.411846,5,0.041429
7060381.274,7622.596408,4,1.173159
7060712.78,315.083774,2,0.666185
7062209.717,16656.15756,11,0.589098
7063560.293,55481.36047,3,1.871475
7072456.832,1970876.432,54,1.081487
7074888.708,78.562635,2,1.710307
7079513.815,44882.72139,40,1.049532
7082736.477,1251.41175,16,0.938926
7093173.24,15.953943,6,1.137211
7094089.859,93.316685,2,1.952264
7095785.623,6.351661,2,0.999409
7106341.066,3147232.757,42,0.317026
7114924.113,1083.512216,12,1.809374
7115606.841,197.584977,6,0.869847
7122228.019,2540.055634,56,1.073591
7126358.142,209.599526,4,0.854205
7128888.007,5.360566,5,1.260699
7129140.086,37544.30817,12,1.519488
7132410.538,378335.6447,4,1.870131
7137860.539,111694.9294,2,1.183258
7138545.781,89441.77322,22,1.42462
7139639.892,3.849486,14,0.062527
7140145.271,3859.952484,9,0.400988
7152580.775,18.463327,41,1.133749
7154021.838,1823262.349,28,1.844137
7156543.782,18.618214,19,1.071273
7157142.106,429.584941,9,1.038306
7158181.892,96.468406,2,0.650685
7160378.583,42.289074,36,0.038104
7160589.308,5.786141,11,1.530723
7163679.112,1129.16479,14,0.294497
7166345.596,19653.64887,9,0.230662
7171902.696,1811429.241,11,1.33388
7173716.046,882.877231,27,1.363059
7190893.585,58.651691,65,1.606305
7194914.096,93689.75813,4,1.673733
7195303.621,95.359905,68,0.932628
7199675.633,1261033.012,2,1.530138
7205354.589,2094114.119,2,1.441507
7207904.276,239.260554,2,0.414682
7208778.594,59.243265,3,1.405227
7211613.208,3.853308,31,1.446729
7216149.11,16058.55041,2,0.416852
7218566.012,2862.65144,2,1.055753
7228243.475,70296.92139,3,0.133029
7228763.023,6064.94364,31,1.810532
7229737.333,40048.19267,79,1.932787
7229782.369,891.941509,7,1.498666
7234492.111,4.037149,30,0.724825
7235122.51,480857.8564,26,1.699703
7235186.222,962336.7227,2,0.416871
7237216.595,7.929623,11,0.635742
7241639.636,8.385037,20,0.500789
7252489.104,81.548096,8,0.896659
7254369.217,55728.45373,2,0.667068
7259370.694,31.018168,67,1.922516
7263322.817,1482952.249,66,0.870818
7263657.366,2996983.844,3,0.869037
7269323.746,62616.85293,6,1.710219
7272297.947,808791.1138,3,1.751566
7278078.251,1764.86414,2,0.397037
7285338.345,1295.539492,76,0.112132
7285415.323,572.023348,5,1.816085
7287883.124,254974.7013,38,1.427854
7295314.831,942813.1672,78,1.007992
7295558.902,1232585.716,20,0.271518
7310677.258,279.10201,4,0.135973
7320681.277,43.553586,76,0.03379
7324252.031,3051295.805,17,1.399421
7327118.006,43.395599,26,0.492233
7327222.086,476.767505,40,1.874082
7329105.981,531934.5417,37,0.495011
7330862.345,112.267774,5,1.736752
7331404.929,1152327.366,11,1.633707
7332317.923,34.504109,68,0.791293
7332925.305,329466.3104,2,1.119157
7333018.322,4762.63965,8,1.580612
7337051.804,533.1615,5,0.225209
7340792.81,63633.69284,53,1.345823
7346243.069,4667.418952,10,1.460358
7349010.442,3116.74931,11,0.777623
7352232.37,72.231325,27,0.928334
7352961.142,1319.686109,5,0.51373
7353801.239,8410.921541,15,0.244606
7359062.459,1899.283662,7,0.203107
7359114.044,225.642413,20,0.990602
7374774.69,1568801.448,12,1.064773
7377667.707,1218312.284,13,0.332176
7381293.267,2385560.373,43,1.34354
7391146.932,1735.009177,38,1.319722
7393639.85,622899.7632,2,1.778434
7399599.709,571315.5962,4,1.692718
7403420.197,451088.2961,5,1.749179
7404904.949,224.709275,5,0.435646
7406088.021,8409.338586,8,1.086104
7407390.421,12960.65026,24,0.986703
7411823.745,2555061.442,2,0.647892
7419066.823,3343.173268,29,0.836223
7426576.819,104206.2224,3,0.865674
7428365.334,9.897293,68,1.834768
7431440.065,18939.61473,52,1.735235
7438899.537,6794.823756,33,1.635685
7450414.582,11.714969,2,0.358908
7450770.729,206.844644,65,1.297671
7455234.976,124073.5682,9,0.972443
7463207.304,9.741706,4,0.077213
7465063.25,1614.644786,18,0.923429
7465823.113,9423.711883,52,1.157415
7466095.78,15578.7247,10,1.912109
7466397.789,459679.4542,2,1.687135
7467080.769,16.184623,4,0.593428
7469712.05,760.277053,23,1.506458
7470983.54,339.887546,55,0.65152
7476436.693,18.235081,6,0.169394
7477310.054,3.420896,5,0.546635
7484733.076,42.271187,41,0.43624
7488573.817,5.240653,3,1.208895
7489518.452,8.434228,28,0.909296
7495656.691,23.771135,3,0.12162
7495763.716,127.760384,16,0.701871
7499811.138,18.08462,6,1.273691
7503679.612,109388.008,15,0.307567
7505307.865,2572.90115,2,1.56344
7508958.978,5792.484641,3,0.171212
7508986.291,107.351535,2,0.319976
7510638.374,18.218769,15,0.453625
7510844.577,5443.003365,16,0.612984
7526140.253,20722.81654,67,1.210398
7526484.456,75.336583,4,1.839503
7529987.602,128.731185,13,1.060966
7532028.378,4292.779439,16,1.408849
7532275.73,282.003677,39,1.038897
7536551.707,1846.356394,2,1.805886
7541113.744,1007646.701,7,0.404335
7546825.132,13.485327,30,0.939323
7547754.026,332202.3276,4,0.647522
7549232.206,620298.8888,55,0.535124
7551182.432,47.73422,61,0.767463
7553847.991,36577.69892,3,1.117308
7554030.642,301839.3191,10,0.706639
7568520.938,6055.568854,2,1.536019
7574762.042,5022.713796,47,0.929925
7580059.388,15.73639,28,0.214542
7583996.236,37507.42654,14,0.469395
7588141.657,50486.28848,28,0.969424
7592123.564,1245.096499,2,1.627923
7599567.615,305899.1726,5,0.51385
7603210.565,1083.730492,2,0.408127
7603248.068,1068.949682,2,1.454924
7606487.949,6.055063,3,1.960713
7611038.262,156.874036,85,0.020026
7615955.346,290.305816,3,0.662132
7615990.648,1543.931077,80,0.648593
7617948.86,36052.88333,2,1.403175
7631887.644,44486.18317,4,0.052221
7632526.656,1039.918917,9,0.081919
7633510.268,229.023546,22,1.478395
7636253.84,2581236.955,19,1.31589
7637059.258,24463.7097,32,1.53206
7639695.48,320.704238,19,1.197811
7641922.2,15974.73586,27,1.660461
7648605.124,30046.62285,2,1.231405
7651272.551,512.132222,2,0.301379
7655058.868,13608.35409,2,1.976069
7658199.228,157067.7245,61,0.338378
7658630.208,21450.79181,54,1.063119
7658915.556,6.844049,47,1.29977
7661345.543,193814.2156,12,1.123662
7666095.44,4.360009,34,0.54248
7666497.1,14160.69425,34,1.96608
7677161.092,669.891656,6,1.916648
7677429.475,363354.3661,3,1.619147
7680337.879,77630.01656,8,0.576952
7684281.959,167626.7045,3,1.749091
7686120.031,18.372472,6,0.744417
7688186.636,116.670918,2,0.671584
7689927.725,612.794625,18,1.969759
7695647.538,945201.1508,3,0.780556
7697689.749,283987.6335,8,1.978547
7698330.257,228.384037,58,0.019268
7703199.764,12517.3582,5,1.244339
7704353.453,34.054905,3,1.456424
7706899.374,315.562828,56,0.233883
7711957.697,225.050584,3,0.834093
7712133.391,2261490.484,11,0.804129
7713700.214,77.758209,4,1.07364
7716401.173,162287.8692,45,1.554201
7717112.63,2930.035262,14,0.100948
7725447.513,4887.948764,13,1.969146
7725900.488,62.74586,76,0.217177
7727346.067,6.854074,16,0.370951
7729292.215,280224.8505,23,1.69281
7729510.149,214.093825,2,1.565566
7731591.518,12244.16525,14,0.262225
7732357.2,66.174295,3,0.722008
7733008.389,83.302984,7,1.578096
7742722.066,1550.895361,7,1.341542
7743213.041,87.690007,8,1.128308
7743911.741,3289.124096,6,1.924714
7746466.993,3731.012406,54,0.119077
7748659.726,481640.7534,50,1.426956
7757763.114,5693.933604,9,0.998216
7758497.274,7277.132988,34,0.434147
7761549.675,9.868041,9,1.749142
7763548.824,45721.67868,2,1.919066
7766412.245,1356.220713,3,0.647936
7767139.979,447112.4882,6,1.355418
7769009.038,102640.987,2,0.094249
7771826.772,448561.5002,39,0.45375
7782855.464,22947.69923,3,1.032753
7783591.318,9.093157,3,1.925795
7784092.984,807.596241,9,0.067369
7784169.108,379936.9745,14,0.679895
7790693.377,1148462.903,4,0.534135
7792944.639,60053.90805,42,0.669629
7793299.403,566.637393,14,0.126005
7801306.278,556293.4146,80,0.622238
7816600.614,35.150149,3,0.982927
7816726.705,2059.845231,2,1.095603
7818631.991,51571.15382,28,1.705318
7819842.809,564.244563,22,1.070823
7821506.064,1333.963301,2,0.405981
7821569.715,203.755272,6,1.910039
7827011.845,2078403.764,36,0.895388
7848251.162,923.602163,66,0.11624
7849307.105,20997.51167,20,0.946156
7850916.563,36.386605,50,0.622176
7852827.928,1261040.081,2,1.332518
7854301.497,24563.18266,8,0.058605
7864572.587,83.211172,14,1.687984
7876850.177,385626.5331,2,1.916425
7886722.442,48264.03953,12,1.440518
7898851.073,390.932179,5,1.793993
7908415.42,2204.711326,15,0.435468
7909524.603,558101.165,35,0.330447
7912784.345,61.849068,2,1.925847
7913442.584,2941359.726,60,1.85337
7914167.015,2671568.197,19,0.706988
7914870.396,626.788368,2,0.333004
7916027.33,74.172789,31,0.620591
7916406.049,5.063493,5,1.372298
7921627.074,8.934411,7,0.729164
7924168.487,43.547195,2,0.780119
7924223.202,49.970141,2,1.263553
7924955.927,1540.66272,69,1.732738
7930210.009,10040.62484,46,1.954654
7934467.152,569747.9175,67,1.231917
7941454.646,350628.833,18,1.110169
7942796.476,5.036904,6,1.428302
7945104.924,49503.51346,17,1.240191
7950975.423,1190.714335,34,0.251024
7954213.61,372.580205,53,0.481909
7955103.044,5138.595758,3,1.412817
7956063.92,358428.448,87,0.795819
7961760.16,8.907204,8,1.182704
7962283.092,13.256134,10,0.980497
7962968.865,36016.39363,3,1.201251
7965718.659,3066034.138,2,0.669522
7968332.746,13.741554,33,1.341402
7968609.918,1178.198146,20,1.828987
7978850.153,13.740808,59,0.972436
7980101.555,372.571263,38,0.378431
7982283.239,3.474603,11,1.383977
7986319.141,22.891135,16,0.924034
7986914.589,1310198.609,15,1.229698
7990053.088,5339.721546,2,0.126118
7990569.79,15.044165,13,1.535986
7995221.513,1958.789004,72,0.141521
7996059.948,13551.56775,21,0.597772
8000530.53,15038.79149,8,1.767396
8000804.261,73083.51334,2,1.029608
8002503.385,1090540.958,53,1.297248
8006337.674,3638.957942,2,1.789982
8007569.23,27.023254,29,1.302495
8010757.517,1311.206156,43,0.132884
8017823.204,356.106834,5,1.150209
8020812.615,3112.334815,74,0.866177
8025061.924,5.777896,68,0.350269
8025354.474,3491.716029,3,0.039009
8027873.205,68308.74742,13,0.460649
8028695.499,19293.24435,39,1.247975
8030800.042,109341.7536,2,1.791369
8035386.234,255.366621,42,0.44396
8035974.781,3983.793178,37,1.559875
8038420.271,50075.26061,3,1.404314
8040182.231,40.650946,8,0.327923
8040900.872,1718017.923,2,1.247894
8041922.684,32.120389,5,1.573233
8043349.456,6.421315,6,0.988362
8050233.353,332.924767,36,1.877026
8052744.061,1253.797245,40,1.373366
8054910.355,168.457659,5,1.955216
8055952.049,179462.6175,7,1.580271
8056004.236,5161.973915,14,0.63683
8057494.862,2558703.429,6,0.075563
8058974.465,34.860963,40,0.895932
8059212.388,1313316.266,12,1.504133
8060528.651,166.833433,61,0.018246
8064044.49,102152.2942,2,1.543893
8066652.5,111653.4012,2,0.117452
8069850.797,58539.09687,2,1.553161
8072033.674,1192.806386,65,0.699462
8083269.227,154.930696,39,1.177645
8086177.335,135.693845,5,0.68963
8088006.828,57498.49218,2,1.298701
8089935.967,16.449107,3,1.303116
8093973.172,6.086687,56,0.743457
8095527.18,886886.327,4,1.129954
8102464.841,13432.06216,12,1.89885
8104390.416,619.494009,9,1.800441
8105387.835,2790.941363,8,1.570057
8105682.659,446.311176,4,0.314443
8108507.065,2095.359066,2,0.672573
8108914.217,2355917.993,30,0.295402
8127478.447,155.998455,2,1.088914
8131239.972,15.879239,17,1.614881
8134944.655,7061.891992,11,1.565726
8136430.378,51720.68453,24,1.832514
8137600.441,452.383616,5,1.553977
8143716.265,31783.18372,21,1.843588
8149072.424,1179134.346,2,0.722173
8152911.287,51055.40567,15,1.898603
8154627.556,180.209981,2,0.245577
8157731.909,144458.4191,34,0.227131
8159297,300488.4148,2,1.936277
